0,1,Final_Marks
7.0985847,13.538492,6
7.125037,13.764115,5
7.1419888,13.643694,7
7.222743,14.084418,6
7.144223,13.461412,5
7.214701,14.258219,5
7.2413173,13.975466,4
7.2062902,14.28404,5
7.1167192,13.474384,4
7.212455,14.272146,9
7.118096,13.897766,6
7.2112765,13.977988,7
7.19219,13.733958,5
7.087285,13.5426855,4
7.1307125,13.725882,6
7.1534905,13.528707,3
7.1592016,14.002133,6
7.127412,13.939197,8
7.134703,13.467239,4
7.076097,13.5809965,4
7.1188703,13.665616,7
7.2134047,13.348174,7
7.2008386,13.342951,5
7.118159,13.697146,6
7.2104106,14.254796,8
7.209162,14.253401,6
7.2488585,14.168312,4
7.1029143,13.560041,8
7.2110295,14.261214,5
7.1090784,13.633717,6
7.221802,13.332064,6
7.116261,13.858025,6
7.112009,13.86945,6
7.0776854,13.881145,7
7.106258,13.586223,8
7.20718,14.2493305,6
7.1992803,14.322494,3
7.239813,13.286994,5
7.1952453,13.333148,6
7.0944877,13.587778,8
-8.605899,10.676472,5
-8.333337,10.588531,6
-8.375722,10.671611,8
-8.683134,10.685805,5
-9.285907,10.911616,7
-8.493796,10.665087,9
-9.093757,10.834194,7
-9.044641,10.778372,5
-9.297453,10.926509,7
-8.31822,10.577591,6
-9.303059,10.928873,6
-8.42633,10.642928,6
-8.335134,10.589596,6
-9.16483,10.813436,5
-9.316749,10.933696,5
-9.344595,10.954176,5
-9.152803,10.828188,5
-8.919199,10.718683,8
-8.31813,10.599072,5
-9.335717,10.958881,6
-9.037695,10.759698,6
-9.020776,10.783489,6
-9.1125345,10.787585,5
-8.667425,10.674622,8
-9.198729,10.837904,8
-9.314198,10.938045,5
-9.372275,10.98873,5
-9.283401,10.91896,4
-9.3295765,10.951552,5
-8.486007,10.693178,8
-9.009213,10.732622,6
-8.465874,10.655361,6
-8.726993,10.687567,7
-9.217184,10.859385,5
-8.520864,10.702621,6
-8.311566,10.58315,6
-8.372548,10.615343,5
-8.428349,10.638136,5
-8.322854,10.582615,8
-9.198829,10.839168,6
2.5923905,14.99794,7
2.638197,14.983809,6
2.6047113,14.93647,4
2.8056881,15.54063,6
2.6354754,14.984844,5
2.6947677,15.089424,6
2.6501179,14.821006,5
2.7941537,15.527202,4
2.7638156,15.480886,8
2.7762823,15.504466,5
2.796509,15.511706,6
2.6404753,14.986806,6
2.7731347,15.493453,6
2.8166544,15.5519905,6
2.6957254,14.722748,7
2.7440746,15.582164,6
2.626806,15.037574,5
2.6351023,14.742402,3
2.710401,15.209697,6
2.8179245,15.548455,6
2.6610634,15.049804,6
2.6754708,14.746617,6
2.6483858,14.781593,5
2.8117523,15.539647,4
2.6296213,14.98298,5
2.6747758,15.296228,6
2.824879,15.55582,5
2.6079028,14.895861,6
2.6731799,14.923321,5
2.6175354,14.963788,6
2.761585,15.487342,4
2.7466457,15.385388,8
2.8154738,15.548941,5
2.665038,14.976251,5
2.6388884,14.974187,5
2.7367845,15.263555,6
2.7074378,14.67022,5
2.5580423,14.978524,5
2.6957042,15.151472,5
2.68656,14.703253,4
-12.731792,12.040563,8
-12.738875,12.0479965,4
-12.787169,12.096787,6
-12.895025,12.206673,5
-12.903177,12.2151165,8
-13.179135,12.495614,7
-13.071372,12.385987,6
-12.99804,12.312529,5
-13.107656,12.422686,5
-13.044293,12.358328,5
-12.889679,12.201343,6
-13.117267,12.4318495,7
-13.04115,12.358238,8
-12.613775,11.921844,6
-13.074552,12.389195,6
-13.123768,12.438901,5
-13.15744,12.473466,6
-12.856104,12.1668825,4
-12.850701,12.161253,6
-13.048932,12.363861,8
-13.169293,12.48471,5
-13.015404,12.32918,7
-13.048121,12.3635645,6
-12.99171,12.30635,6
-13.07763,12.392224,5
-13.093049,12.407758,6
-12.7680645,12.077426,4
-12.982296,12.29586,6
-13.164631,12.479854,5
-13.120441,12.435241,5
-12.697799,12.006612,4
-13.107341,12.421742,6
-13.029644,12.343776,7
-13.099934,12.41467,6
-12.707577,12.01633,5
-13.153829,12.472211,3
-13.074066,12.388976,6
-12.9101715,12.22304,4
-13.156243,12.474062,5
-0.70240283,20.514565,6
-0.907255,20.120712,6
-0.8828464,20.171412,7
-0.78923804,20.222565,5
-0.88344055,20.136566,5
-0.45371515,20.85515,6
-0.9021666,20.141308,8
-0.9212942,20.094519,5
-0.46593988,20.844315,6
