0,1,2,Final_Marks
-13.901348,6.5882945,-4.5206327,6
-15.166454,5.6898146,-5.2330933,6
-15.63367,6.1462703,-4.5849376,6
-13.773269,5.602229,-6.3822875,6
-13.935096,6.086207,-4.319322,5
-15.189286,5.656772,-5.240641,5
-15.653657,6.126719,-4.6298423,5
-13.772998,5.5976996,-6.40433,5
-13.941263,6.0785313,-4.324067,4
-15.185779,5.663196,-5.227467,4
-15.676372,6.1416397,-4.6862965,4
-13.775215,5.598983,-6.4447594,4
-13.954713,6.091369,-4.3236628,3
-15.229151,5.64826,-5.2299623,3
-15.711468,6.1082244,-4.697984,3
-13.779084,5.617,-6.500948,3
-13.965679,6.096224,-4.206929,2
-14.6955185,6.410551,-5.4091115,2
-15.92993,7.0785074,-5.160217,2
-13.797117,5.6439085,-6.536904,2
-14.567729,7.628415,-5.577444,1
-15.216027,7.2421203,-6.159443,1
-15.730174,7.391288,-5.633378,1
-13.844506,6.2834544,-6.964106,1
0.6922263,-4.267984,-12.9296055,10
-0.13079588,-4.620224,-13.613646,10
-0.42310745,-4.4535213,-13.747003,10
0.4990626,-2.4408605,-13.8506,10
0.677217,-4.2809653,-12.938035,9
-0.12928838,-4.6193905,-13.621188,9
-0.42175236,-4.458954,-13.752946,9
0.5107089,-2.445885,-13.83633,9
0.38934192,-4.0531974,-12.960036,8
0.41867632,-4.076366,-12.896256,8
0.7975802,-3.430699,-12.262934,8
0.319012,-2.4347665,-13.9880085,8
0.44955307,-3.9847565,-12.828831,7
0.5415188,-4.169374,-12.257645,7
-0.02498969,-3.5600646,-12.654726,7
0.24007669,-2.4222767,-14.044599,7
0.61199373,-3.8141897,-12.680321,6
0.56690407,-3.929677,-12.167302,6
-0.027582034,-3.5701811,-12.65894,6
0.30606917,-2.442228,-13.95098,6
0.5776329,-3.8144722,-12.629999,5
0.43343902,-3.980297,-12.102946,5
-0.1334262,-3.4914887,-12.547774,5
0.25808778,-2.4015317,-13.99942,5
0.21044987,-4.2586384,-12.445282,4
0.4790573,-3.8412328,-12.03761,4
-0.19016841,-3.4832659,-12.490294,4
0.15111938,-2.4019306,-14.056902,4
0.097800076,-4.206601,-12.34387,3
0.29469624,-3.9285212,-11.999254,3
-0.21009299,-3.4821022,-12.4248495,3
0.13669756,-2.3979,-14.062768,3
-0.23997721,-4.23983,-12.519505,2
-0.45908254,-4.4627914,-12.421103,2
-0.54815316,-3.6565404,-12.794615,2
0.09661064,-2.3936808,-14.084491,2
-1.347035,-3.7186882,-12.9179,1
-1.5059484,-3.1884615,-13.98047,1
-1.2189173,-3.7580175,-14.142181,1
-0.706912,-2.5821068,-14.369883,1
1.2623588,3.1300004,-7.5172434,10
1.5116065,3.576335,-7.4481554,10
1.3976238,3.0316756,-7.810716,10
2.0778668,1.4326167,-6.1683683,10
1.2715482,3.156367,-7.550721,9
1.5211192,3.6057992,-7.4893007,9
1.3990299,3.0584483,-7.8459663,9
2.096636,1.3379732,-6.1033597,9
1.7132795,2.328022,-7.0432324,8
2.036906,3.486854,-7.6447644,8
1.8497075,3.10789,-8.293639,8
2.1561172,0.7083138,-5.6458936,8
1.7478468,2.2658331,-7.0671515,7
2.0891366,3.504626,-7.626717,7
2.0692317,2.5483809,-7.9613323,7
2.169577,0.5598729,-5.5292835,7
1.7706728,2.24617,-7.060075,6
2.3886797,3.297635,-7.4507732,6
2.2037249,2.240556,-7.705903,6
2.1587975,0.6839245,-5.629394,6
1.8040407,2.2218273,-7.034564,5
2.4109948,3.0684958,-7.074985,5
2.2309375,2.4690852,-7.969245,5
2.1602223,0.6694827,-5.6190276,5
