0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Final_Marks
0.94083703,1.69740639,-3.705918405,2.44317652,-4.362692362,-5.312349326,19.72432159,-10.66181089,7.175086655,-2.226167553,5.843785972,-1.557755929,10.71876682,-3.991911245,10.33414992,-5.875222116,-7.141657412,1.33859567,1.639746874,5.017057621,-0.57934835,-4.297065654,-0.355045929,-0.694228501,-1.131692151,1.222635074,-4.019873211,0.284806884,0.148361876,0.855677807,-0.189221551,-1.014569135,6
3.351218625,0.979793345,-6.21527249,3.179514836,-5.093500643,-7.791727385,20.10032716,-11.24558412,6.765055844,-0.772015319,4.938056728,-1.082300977,9.292291043,-3.660025194,8.686833684,-5.335255068,-6.814421495,0.962728844,3.674136916,5.893850559,-1.51950321,-2.445523762,-0.582156245,-0.834484186,-2.530510671,-0.321787487,-4.619969471,0.817384595,1.292190782,0.638443176,0.502377614,-0.586833373,7
3.840031003,0.993047625,-6.117971207,2.691328887,-5.191409784,-7.873275297,20.04956815,-10.896741,6.140838534,-1.121864945,5.01963542,-0.745532129,9.274934934,-3.42476184,8.791681984,-5.31385556,-7.255477732,1.014962329,3.165015656,5.490959447,-2.110074272,-2.592062101,-0.866155707,-0.930795603,-2.694839354,-0.590556319,-4.84384945,0.585736685,1.309034087,0.113302851,0.264757559,-0.215777587,5
1.412236833,1.76848563,-4.87149511,2.133092413,-4.189987345,-5.008766655,17.89820476,-11.07522104,6.48219705,-1.250387654,5.370368966,-0.922307882,9.274418192,-4.12879032,9.30616804,-6.01351172,-6.529538285,0.657324909,1.678398587,3.110719579,0.558092962,-4.064513062,-1.189030052,0.214192683,-0.047119353,0.163988467,-4.75854852,-0.300781399,-0.9308598,-0.011731538,0.763058851,0.591283655,4
1.06321595,1.524774272,-4.246759035,2.708075628,-4.319647223,-5.3476928,19.49117917,-11.54269809,6.554364352,-1.785619639,5.6853737,-1.761571165,10.95314746,-3.951407033,10.51844029,-6.009610167,-7.20357653,1.159783632,1.232014399,5.199501742,-0.385889932,-4.277203795,-0.216437873,-0.662145207,-1.09319777,1.145909698,-4.686755848,0.155989708,-0.399632401,0.57104245,-0.393482071,-0.679476176,6
2.929876762,1.571260601,-6.057872212,2.293446258,-5.707707203,-7.46968514,20.40939364,-11.5848096,6.657660801,0.746249342,4.699512144,-0.066915656,9.284091852,-3.079961476,9.33857244,-5.87767314,-7.014026297,1.210513925,3.943811878,6.700808154,-0.994180683,-3.401397685,-1.270955124,0.582058088,-2.199049257,-0.825800915,-5.702585511,0.104911505,0.008703866,0.645438925,1.095885292,0.661307193,3
0.068106787,2.065599138,-3.460011187,3.562934498,-3.420934679,-4.570995042,20.69585897,-11.55483248,7.89442802,-2.030934083,6.313786431,-1.693151034,11.33585072,-3.843096793,11.2873409,-6.056438077,-6.9179765,1.637323123,2.120446336,6.180673987,-0.938280974,-4.641374294,0.056255733,-0.136814393,-0.745790452,0.942186852,-3.246502531,0.27070376,0.1600059,2.382963769,0.304929766,-0.750222966,6
0.461644478,1.995417339,-3.749976159,3.474952175,-4.123146892,-4.866571449,20.18260257,-11.27552114,8.05366366,-1.602940674,5.505086502,-1.710201235,11.38862927,-4.032601187,11.32122614,-6.037176692,-6.901695829,1.340963367,1.551144426,5.77628418,-0.307498186,-4.690522869,0.085535343,-0.088026829,-0.816644491,1.319960688,-4.228094486,0.658657315,-0.125494452,2.091679023,0.233353488,-1.10735857,8
-2.16829546,4.687366602,-1.9352516,3.147261161,-4.702313515,-1.930115259,19.6537139,-10.95342779,9.579747474,0.372491909,5.292453803,-0.99903169,12.52783546,-3.408124472,12.22377082,-6.635740884,-5.508582121,1.033705415,2.811161387,6.873109966,1.481117463,-7.366743905,0.077077133,2.602482228,1.844085379,2.113294173,-4.78798097,-0.513372202,-2.286210757,4.068933505,1.807378302,-0.730522568,4
0.255536418,3.081388363,-4.123725217,2.408401359,-4.26394139,-4.010335332,18.19205121,-10.87920147,7.751932558,-0.344228611,5.462007974,-0.764502028,10.4080612,-4.011073125,10.22548043,-6.408383765,-5.560292863,0.370550246,2.04700108,3.841161644,1.173562258,-5.333384657,-0.77268149,1.463004447,0.657448702,0.409528485,-4.527302586,-0.822951065,-1.400266377,0.839174538,1.244828628,0.35645973,4
1.131124202,1.371263633,-4.498250344,2.992781479,-4.155363198,-5.571924939,19.63885362,-11.23493595,7.000479938,-1.733527587,5.590482437,-1.624277766,10.68308101,-4.112811833,10.28223166,-5.934457494,-6.957173362,1.098962301,1.359644072,4.699673796,-0.605860775,-4.029112167,-0.16907545,-0.338656504,-0.769118051,0.669350863,-4.088220997,0.502907151,0.139505852,1.096625161,0.273969316,-0.424313509,7
1.938691181,1.266973414,-5.335918225,2.418450392,-4.179994282,-5.884841654,18.32154726,-11.89772661,6.255016727,-2.131177397,5.355008077,-1.359969462,10.19632543,-4.094798582,9.488637686,-5.937034521,-6.698609302,1.071495793,0.68036435,3.52514171,-0.826405826,-3.866025732,-0.363432192,-0.64431749,-1.285455337,0.130678748,-4.028589469,0.353406309,-0.147417579,0.356431221,0.62908032,-0.116867053,7
1.841296538,1.221211068,-4.82349799,2.547525983,-4.367530445,-5.544625631,18.35626854,-11.16256727,6.472444572,-2.000744774,5.424275428,-1.359441009,9.806365017,-3.905182634,9.708424242,-5.698671281,-6.590664574,0.467245395,1.458638141,3.233677348,-0.670590694,-3.658479092,-0.864401304,-0.461182565,-0.658332879,-0.400252821,-3.735170125,0.597806539,-0.14990625,0.796138585,0.753172863,-0.240655108,5
0.880771307,1.552810688,-4.375048547,3.073015325,-4.370518985,-5.518358052,20.03851306,-11.23380711,7.343113255,-1.713882589,5.543699973,-1.713193474,10.9464918,-4.070196791,10.58782492,-5.96063535,-7.020080962,1.291360494,1.420215874,5.108771154,-0.456473971,-4.209593337,-0.083186512,-0.352150545,-0.882927747,0.85219112,-4.22843211,0.521478395,0.175840688,1.445403445,0.29055644,-0.652096541,6
3.101518854,0.945419708,-5.499858317,2.02058278,-4.362942643,-6.009795296,18.15471285,-11.60029471,5.556705316,-2.127486755,5.374260237,-1.487711494,9.552441119,-3.896913437,8.780227978,-5.629339468,-6.892316482,1.067264434,1.264949499,3.208668301,-1.575900969,-3.423088552,-1.021620799,-0.883142111,-1.598106571,-0.217654897,-3.940027035,0.459735188,-0.073692298,-0.22733202,0.312791727,-0.281951682,8
2.289003318,1.023644916,-4.347830978,2.072002141,-4.221557244,-5.72984004,17.62607395,-10.78451277,5.984572343,-2.017043793,5.528607133,-1.180536836,9.412675626,-3.872695632,8.799750648,-5.491281758,-6.959030083,0.727353769,1.371877812,3.165510516,-0.797231374,-3.453909544,-1.15376633,-0.578449793,-0.823821551,-0.454159131,-3.763936907,0.405423164,0.221436175,0.394953693,0.477241242,-0.310323158,6
4.388421439,0.863378106,-5.533820032,2.41836672,-5.19135758,-7.427333153,17.53469823,-9.835100957,6.061305597,-1.493474951,4.636591929,-0.344274901,8.796092972,-3.442130672,8.202519528,-5.610660065,-7.258133519,0.621005177,3.174168279,5.08211754,-2.758405477,-2.998994232,-1.191433642,-1.14190671,-2.738074508,-0.745238329,-4.489787071,0.148280163,1.58154903,-0.434265216,0.462832227,0.186292573,4
2.98941998,1.115617219,-5.227318089,1.902745585,-4.258606405,-5.722932884,16.53803734,-11.03609839,4.888815231,-1.681674969,5.641991194,-0.804976012,8.409600626,-3.753096803,8.126177194,-5.548097902,-6.413162437,0.424638274,1.250597616,2.272784625,-1.099204279,-3.019737874,-1.513133991,-0.864165862,-0.856734506,-0.893110956,-3.875068345,0.079890346,-0.313901829,-0.739277914,0.366283631,0.415448016,8
2.589062174,1.131365787,-4.898196316,2.634313967,-4.020397089,-5.611599957,17.44838843,-11.26236213,5.498719609,-1.754741163,5.364217256,-1.317523779,9.351411013,-3.799194443,8.681590108,-5.438420231,-6.537909494,0.516331499,1.447077094,2.45702359,-1.226650317,-3.501885375,-1.124828431,-0.895564329,-1.196924193,-0.480570336,-3.795137341,0.602319581,-0.051940657,-0.161821166,0.011429255,-0.449069173,5
0.094857458,1.787189933,-3.123178012,2.984911739,-4.27600569,-4.619255978,20.37566127,-10.14120704,8.090205158,-1.792913949,5.235814593,-1.890741987,11.62803686,-4.111817955,11.40087443,-5.583862271,-6.951515561,1.435907686,2.021168997,5.896073458,0.232949339,-4.674518529,0.060623342,-0.171787584,-0.81420139,1.328762809,-4.385457559,0.499799131,0.018831275,2.480939848,0.259622821,-1.884125435,6
2.763240587,0.92133225,-4.957706061,1.911680399,-4.164613871,-5.978437577,16.59604872,-10.56940756,4.88308595,-1.53414948,5.412915773,-0.813729359,8.531508957,-3.619898252,8.189443758,-5.297896579,-6.552378111,0.258444707,1.374875575,2.210072729,-1.034337401,-3.231933403,-1.403716081,-0.817584312,-0.768053737,-1.016626034,-3.795192728,0.271632425,0.224145009,-0.310180176,0.397182594,0.412825821,6
0.575153775,1.595235424,-3.842325744,3.18154362,-4.059098459,-5.308250726,20.17532054,-11.3342111,7.444651438,-2.029869015,5.868269709,-1.915590227,11.04909408,-4.01218497,10.83538915,-6.022983084,-7.253593918,1.697610863,1.47966123,6.017119514,-0.435438737,-4.369618579,0.358967795,-0.604622992,-1.174720963,1.279032395,-4.238968897,0.274390432,0.183303719,0.790379618,-0.377301023,-0.999029259,6
0.639391679,1.507799356,-3.586073537,2.843329785,-4.464222454,-5.267129117,19.74039116,-10.97894241,7.572433639,-1.68557746,5.424545255,-1.469277183,11.000958,-3.989978007,10.6336849,-5.936388838,-7.144207817,1.334818558,1.472418161,5.661141233,-0.153787097,-4.418745412,0.095663022,-0.171800635,-0.653658355,0.951433702,-4.251582909,0.421714377,0.29685139,1.865033317,0.19937264,-0.931686791,6
-0.035873899,1.847054502,-3.744434574,3.570523401,-3.765426032,-4.797968751,19.77699656,-11.38923295,8.127947983,-1.628016622,5.210296536,-1.716021411,10.95674961,-4.242771059,10.88158487,-5.95071698,-6.478472495,1.312677783,2.108258035,5.514534085,-0.064767109,-4.325160036,0.065343723,-0.074798051,-0.659405363,1.141818652,-3.78080455,0.789104379,-0.06398539,1.838443265,0.167696009,-0.991499384,7
0.520522764,1.648722288,-3.825935716,3.256667137,-4.014257038,-5.040747025,20.29396535,-10.86252188,7.542576417,-2.040002548,5.601245564,-1.919002656,11.38917393,-4.22390814,11.01656652,-5.839066612,-6.952620018,1.491447461,1.494390846,5.323113116,-0.397213773,-4.586524525,-0.110849551,-0.113238559,-0.999711568,1.137546123,-4.243314544,0.376666917,0.059715678,1.897903723,0.154764451,-1.223771419,8
2.16441539,1.3521485,-4.958435313,2.701964732,-4.16791163,-5.592594035,18.48990246,-11.12132187,6.041314516,-2.039154524,5.586282702,-1.514545965,9.814161545,-4.119566396,9.117423724,-5.699370153,-6.81016533,0.888443599,1.299367222,3.334341715,-0.979139266,-3.48755243,-0.853463402,-0.661311286,-1.060540153,-0.148421297,-3.766693222,0.396412303,0.01840359,0.567009811,0.376329836,-0.360150086,6
2.392580412,1.259698924,-4.442339763,2.677497708,-4.003885129,-5.508767399,17.93315352,-10.84689174,5.695276658,-2.197846634,5.32226673,-0.926673496,9.435172315,-3.681527099,9.054434757,-5.981988408,-6.894863856,0.76871042,1.086422343,3.530370726,-1.053237132,-3.565339822,-0.633864338,-0.806100554,-0.928220337,-0.059082761,-3.975020307,0.674205865,0.292193954,0.769759556,0.601784347,-0.265853818,3
1.565077642,2.020468072,-4.033551122,3.683600103,-4.715232397,-4.03469556,17.29582239,-10.8200105,6.135807763,-2.418425273,5.247318574,-1.049638985,9.725003019,-3.066807454,9.0004172,-5.979669288,-6.384808067,1.193591499,1.447783223,4.285177764,-1.438258822,-3.683646492,-0.486996537,-0.535470223,-1.067508088,0.251566048,-3.409254915,0.818187415,-0.157157719,1.682843215,0.345442773,-0.435307754,5
3.18606602,0.830794198,-4.862878073,1.533674522,-4.101635577,-5.927977269,16.00534657,-10.30837259,4.700390599,-1.602815346,5.550252063,-1.004715164,7.951505624,-3.284340813,7.616566143,-5.588532642,-6.689681421,0.664156191,0.920159983,2.094098968,-1.593176294,-2.951831557,-1.895857663,-0.851919624,-0.510347822,-0.942537075,-3.393074623,0.160025882,-0.809624341,-0.829945236,0.278559371,0.09144884,6
0.159699206,1.872886032,-3.430228331,3.159531111,-4.006884063,-4.739937293,20.6930464,-10.6554687,8.040264473,-1.882159915,5.416085594,-2.041256398,11.77858222,-4.203883166,11.40913325,-5.805152253,-6.842922116,1.606758521,1.687114676,5.889883657,-0.134876708,-4.726270314,0.209863602,-0.1077527,-1.17454911,1.394925921,-4.250578848,0.513481986,-0.152796026,2.321637373,0.267473999,-1.877548909,8
-12.55644209,-17.50234607,-1.032653192,-5.219024247,-5.573262771,-0.181898472,-6.064754966,1.483457185,5.699775897,-11.79423489,-6.594412761,3.097915728,-1.328776557,0.691770711,-4.151128564,7.738134673,-2.865953045,-1.011537169,-0.23125139,7.194124524,-1.372310328,-5.472449631,-0.531670963,-1.554343549,3.978237272,-3.55927697,-5.756979753,5.10959399,-1.251402732,-1.597214083,1.930601403,-1.268862146,5
-14.06891617,-18.06846967,-0.214173789,-5.491693039,-5.192327019,0.652443156,-6.583167085,2.504045689,7.101616316,-12.124252,-7.294236818,3.356938002,-1.227170793,0.757062323,-4.093480345,7.86405344,-2.624584795,-0.593516966,-0.033831923,8.71959683,-1.504610751,-6.272705506,0.163302227,-1.54176879,4.421452149,-3.128995459,-5.818102526,5.341153375,-1.378560137,-1.10713054,1.965391389,-1.690753149,6
-12.17808005,-17.45613211,-1.182657226,-5.101546306,-5.255204044,-0.200907187,-5.996642305,1.188826246,5.775074886,-11.88798401,-6.498224858,3.043313308,-1.25744844,0.799458008,-4.054605124,7.498312613,-2.835029837,-0.947277623,-0.477193532,6.827615887,-1.414245068,-5.534005539,-0.645119476,-1.645558905,3.845919825,-3.716228873,-5.674109442,4.764773118,-1.179727045,-1.582667812,1.776297696,-1.409378445,8
-12.807502,-17.58050272,-0.893681232,-5.262941123,-5.442094722,-0.069817637,-6.130667379,1.628590644,5.897934699,-12.0037657,-6.610198193,3.11301407,-1.269261115,0.8476904,-4.103801672,7.770605324,-2.866044111,-0.965294796,-0.232772506,7.3462377,-1.281889057,-5.646487074,-0.442863507,-1.560496551,4.124243026,-3.513191402,-5.72223328,5.100334752,-1.339764766,-1.551411418,1.759343287,-1.43703475,5
-9.648705753,-15.76460253,-2.714303001,-4.192375547,-5.936780892,-1.15969072,-4.729289498,-0.285563563,3.35461916,-10.88450451,-5.045775657,2.612134816,-1.39434864,0.277833994,-4.849393833,6.421692801,-3.224259916,-1.19295479,-0.618112148,4.410529554,-1.385110608,-3.549653111,-2.16437249,-1.74640882,3.070742413,-4.106454585,-5.329233596,4.682553772,-0.65804489,-2.350970204,2.01348127,-0.517204839,7
-11.94813244,-17.14220369,-1.483858067,-4.945269979,-5.617307136,-0.375564919,-5.941008275,0.998371122,5.339420162,-11.68520517,-6.095398706,3.096301165,-1.35865719,0.806652741,-4.223496213,7.438482473,-2.983937148,-1.072957607,-0.392020604,6.46715432,-1.235934746,-5.190076709,-0.734603685,-1.626540947,3.497230561,-3.52602866,-5.458292663,4.837782738,-1.21232748,-1.637608558,1.921106801,-0.969922547,9
-11.51446135,-16.92007,-1.788652,-4.688151709,-5.676374479,-0.631179216,-5.36760479,0.826863571,4.99380116,-11.1750997,-5.855811982,2.548253406,-1.399061651,0.31491308,-4.359972073,7.040583754,-3.216976452,-0.98928802,-0.374197625,6.100395704,-1.132689188,-4.380910547,-1.199179051,-2.002591269,3.410124212,-3.472499989,-5.570566824,4.936038093,-0.568685892,-2.232745982,2.396996571,-0.624168259,7
-11.32556654,-16.84108358,-1.834103835,-4.778416301,-5.760079019,-0.485973197,-5.565197937,0.655914737,4.780264032,-11.51339742,-5.944993787,2.937485651,-1.355906419,0.481279817,-4.423162369,7.233772603,-3.052885743,-1.024918739,-0.456341509,5.950304851,-1.235269761,-4.55867098,-1.26204186,-1.775693303,3.606447714,-3.816689082,-5.672695838,4.927056782,-0.969582845,-1.984313149,1.818615808,-0.996005065,5
-8.992360945,-15.32304098,-3.587280839,-4.429857648,-6.156910186,-1.939666603,-4.274389465,-0.882036641,3.173944815,-10.31105588,-4.910458417,2.329719433,-1.577213658,-0.250785007,-5.471437061,6.406653141,-3.190361246,-1.345723632,-0.997422735,3.468065817,-1.175568694,-2.861590984,-2.482990169,-1.729175317,2.600569652,-4.558020843,-5.35437104,4.045161645,-0.678998618,-3.039024535,2.374058067,-0.188801741,7
-12.40974471,-17.2601693,-0.803615337,-4.291395521,-5.711835931,0.149540861,-6.421720019,1.437040685,5.612438607,-11.88040972,-6.479063194,3.197764784,-1.549814515,0.990145509,-4.151669029,7.229764101,-2.666923232,-0.931527026,-0.101052297,7.54614783,-1.668682857,-5.410718972,-0.443633324,-1.857988516,3.985112968,-3.487794046,-5.604029891,5.181598802,-1.057258673,-1.148800231,1.598652459,-1.021381203,6
-7.684352575,-14.80779489,-4.103925787,-3.993822637,-6.363861867,-1.644195565,-4.288287402,-1.599776388,2.049941814,-9.968528185,-4.319490921,2.428622987,-1.531200323,-0.189214294,-5.300556261,5.672555108,-3.445425826,-1.22124076,-0.641877422,3.014452814,-1.524195949,-2.49781735,-2.594516268,-2.014209334,2.470531865,-4.23391166,-5.314653817,4.497510996,-0.437730684,-3.020419282,2.267479488,0.320973098,6
-12.29068088,-17.13387754,-1.394791526,-5.037433422,-5.980018577,-0.354842513,-5.958209158,1.18483392,5.884742099,-11.97015512,-6.794064423,2.845534161,-1.28603051,0.478272063,-4.240130785,7.56933962,-2.688785685,-1.049109191,-0.747738786,6.600192937,-1.113410959,-5.450746777,-0.92868106,-1.68859861,3.245274312,-3.660126226,-6.452866059,4.741206711,-1.396130018,-1.666686001,1.671048539,-1.380774703,6
-12.54724181,-16.72572734,-0.862207426,-4.276808008,-5.996448774,-0.777102613,-5.803606711,1.034246127,6.666149788,-11.91831167,-6.65160767,3.727811537,-0.575257147,0.921889824,-3.760610345,6.928569071,-2.057269381,-1.094950341,-0.967778998,7.247666546,-1.00609939,-5.610953681,-0.952152401,-1.946410605,4.15401694,-3.444880981,-5.068820217,4.561922035,-0.451245228,-1.244372872,1.406879593,-1.722953582,6
-11.43879889,-16.89310553,-1.780348584,-4.799006045,-5.708830321,-0.473007612,-5.611454898,0.774855259,4.802677113,-11.60144105,-5.934774066,2.914709873,-1.377814296,0.589524791,-4.460038597,7.251625945,-3.069245643,-0.987247651,-0.434082452,6.090144776,-1.228281448,-4.658079797,-1.194899155,-1.800390761,3.682059266,-3.754560535,-5.653231827,4.93300893,-0.987322797,-1.939478052,1.810872381,-1.01188277,5
-11.75070608,-16.81738223,-1.44024545,-6.064762487,-4.944928525,-0.49650995,-5.672546684,1.281216241,6.122659021,-10.48904483,-6.581771091,2.408427411,-1.287002535,0.469265122,-4.156077961,7.039567033,-2.453779012,-1.01556796,-0.803859941,6.417163146,-1.747111115,-5.506774858,-0.995151022,-1.726572298,3.711042239,-4.211412638,-5.536401267,4.202213367,-0.834857578,-2.420583756,2.06717934,-0.457406404,5
-9.383198197,-14.93052157,-2.174560911,-4.733933739,-5.877289827,-0.049205914,-5.550593437,-0.309842803,4.804247997,-11.37581157,-5.474456605,1.628558592,-1.867270885,-0.313895987,-3.966311235,6.288626726,-3.34353442,-0.803222692,-1.103039975,4.250025006,-0.344806598,-4.681378612,-2.090955219,-2.127486094,2.795736752,-4.024352056,-7.021733976,4.030752296,-1.175193424,-2.706428518,1.673880061,-0.695475304,5
-11.38871494,-16.86343175,-1.793485942,-4.790408316,-5.70991029,-0.475123696,-5.598058193,0.727254366,4.765393441,-11.59018696,-5.91549255,2.914395123,-1.377608876,0.599181928,-4.475036676,7.223937842,-3.074476644,-1.008078651,-0.449977271,6.013032186,-1.246992145,-4.627079832,-1.221428934,-1.80388026,3.675350922,-3.77303054,-5.646054763,4.940037398,-0.992275015,-1.944889871,1.812682951,-0.999929248,5
-11.25242372,-16.84093128,-1.971801273,-4.738420845,-5.941927355,-0.747984321,-5.619183791,0.525753958,4.79055818,-11.45655192,-5.893870357,2.769236753,-1.367802774,0.47715039,-4.508335655,7.147278751,-3.064757868,-1.076729964,-0.439994552,6.008752252,-1.388495558,-4.506377058,-1.072600504,-1.768173589,3.450614244,-3.801752409,-5.527324393,4.939477578,-0.866833791,-2.04427412,1.964012769,-0.628648929,8
-13.64625834,-17.47613441,0.27794872,-5.249448276,-4.783812972,0.523141646,-7.304367587,1.740623495,6.702031098,-12.15978463,-6.742914618,2.439443575,-2.097248704,1.172323778,-4.09080129,8.341086776,-3.352465241,-0.4303789,-0.801016002,8.17771016,-1.34387585,-6.321976906,-0.25418868,-1.477598071,4.299050044,-3.159663401,-6.425486477,5.266917487,-1.793006028,-1.510124984,1.592989529,-1.48688011,5
-12.8056252,-17.575983,-1.208455735,-5.08778221,-5.536653824,-0.352673685,-6.257891178,1.329925535,6.052920001,-11.95367616,-6.682596561,3.083245676,-1.13524185,0.862090733,-3.91733763,7.723853077,-2.874628549,-1.027819813,-0.286350008,7.316402262,-1.223229669,-5.619615862,-0.157180258,-1.467343897,3.82581162,-3.427844979,-5.676876207,5.095595896,-1.260164563,-1.539325661,1.943087275,-1.217632598,6
-11.32556654,-16.84108358,-1.834103835,-4.778416301,-5.760079019,-0.485973197,-5.565197937,0.655914737,4.780264032,-11.51339742,-5.944993787,2.937485651,-1.355906419,0.481279817,-4.423162369,7.233772603,-3.052885743,-1.024918739,-0.456341509,5.950304851,-1.235269761,-4.55867098,-1.26204186,-1.775693303,3.606447714,-3.816689082,-5.672695838,4.927056782,-0.969582845,-1.984313149,1.818615808,-0.996005065,6
-11.49398597,-16.88568399,-1.772111996,-4.824397452,-5.793073605,-0.582741568,-5.485127789,0.788917269,4.942743017,-11.5433129,-5.932066755,2.837963417,-1.447540863,0.455579229,-4.461531081,7.253238099,-3.243705998,-1.063866012,-0.42063254,6.083150185,-1.29151541,-4.520101859,-1.044204061,-1.72368936,3.617637193,-3.777249041,-5.59147215,4.950830194,-0.889500511,-2.020574706,1.922171608,-0.636860823,6
-11.42684503,-16.86967246,-1.758289631,-4.790321851,-5.719105925,-0.484928165,-5.588864281,0.735821991,4.804405078,-11.5993987,-5.924879129,2.903076765,-1.362277861,0.608596625,-4.471723712,7.249223159,-3.089189641,-1.007997813,-0.429984695,6.051320243,-1.265307896,-4.638220388,-1.199022585,-1.780354132,3.69658392,-3.775741724,-5.642084675,4.947566987,-0.988142053,-1.946460336,1.814656301,-0.99050564,5
-11.55339165,-16.64449419,-1.647440975,-4.607482074,-5.667744121,-0.674665234,-5.508033793,0.668626269,4.921532821,-11.63144295,-5.76856487,2.967529911,-1.376000647,0.479098783,-4.406441569,7.139334282,-2.878557747,-1.025478044,-0.376486893,6.188802778,-1.530862192,-4.757575188,-1.182368834,-1.508056094,3.513202687,-3.832002066,-5.407034356,4.986486682,-0.823270483,-2.050520083,1.848042265,-0.767955957,8
-11.55675193,-16.53646474,-2.067048155,-5.096560389,-6.106886014,-0.899310544,-5.544721852,1.600081357,6.001381113,-11.40506634,-6.524541145,3.079792061,-1.381124372,0.652226272,-4.632961449,7.588911386,-2.63268028,-1.030982356,0.264652619,6.681363881,-0.815595413,-4.542632645,-0.955333303,-1.76927369,3.771486414,-3.075529443,-4.992663993,4.56186749,-1.282701741,-2.140723725,2.26807325,-0.75040746,8
