0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,Final_Marks
-6.216784724,2.966495835,1.42944852,-3.686642529,-1.790316519,2.046009246,9.152128423,2.709215273,-8.690932148,-0.907605221,-3.4817866,-4.536053342,-1.181018913,-6.074959356,1.133625781,0.681499001,8.509625284,-1.177117078,6.865874897,4.145242731,1.785413277,-0.28206478,-3.930404989,1.406129069,-3.328871342,-1.50629277,-4.156641177,2.934577697,0.642029946,0.040987483,1.265905443,1.45300188,1.050327209,-0.469768696,-1.201500284,8
-8.065125208,1.612365226,-0.022461872,-5.78564224,-1.469176778,3.098407734,7.130476123,1.532722944,-7.911359323,-1.434534702,-3.806019547,-3.751618153,-0.083704932,-5.439514194,0.873148111,1.216809081,6.428138713,-0.966142594,5.46670129,1.604720693,1.116617784,-0.961916039,-3.842108261,1.070744693,-2.543770655,-0.826678859,-2.652589157,2.876447561,0.287415427,0.274448629,0.767390486,1.612115776,0.436200774,0.299651343,-0.784090494,5
-6.459134876,2.609779202,1.502314416,-4.112940752,-1.435615145,2.170943337,8.853172766,2.436701751,-7.996130979,-0.985341169,-3.494035946,-4.70985081,-1.111735541,-5.908981526,1.01064345,0.32111131,8.186411497,-1.034409234,6.67526553,3.70145532,1.530359671,-0.63796579,-4.150320414,1.740980905,-3.016079397,-1.319415274,-4.179417402,2.781515038,0.402744296,-0.132514667,1.106064153,1.520556654,1.360681894,-0.440724287,-1.288700833,6
-4.79547296,3.940051949,2.661404397,-2.223237148,-2.110538817,1.408830683,10.24449983,3.469407187,-8.947967029,-0.381354779,-3.216929566,-4.917837271,-1.98304205,-6.404517558,1.009832767,0.281143136,9.850761471,-1.033452005,7.427397843,5.923885339,2.140808872,-0.296574161,-4.455728954,2.058358305,-3.892744827,-1.744885511,-5.100593892,3.075577934,0.463596529,-0.090739475,1.815718277,1.243755358,1.802006795,-0.519667781,-1.831144061,6
-7.219411312,2.418913411,0.975806438,-4.929591913,-1.7020752,2.429197497,8.658526424,2.142744698,-8.391365498,-1.385289283,-3.483774724,-4.306792796,-0.826458171,-5.987228763,1.149797025,1.173459102,7.466014306,-1.056573397,6.430464166,2.961311643,1.461134602,-0.333094969,-3.767453151,1.017056271,-3.292151088,-1.373015193,-3.486349836,3.061842328,0.922800037,0.197203091,0.847677228,1.60151438,0.918539352,-0.140718709,-0.815772415,6
-6.971425414,2.177871427,0.921493382,-4.798954643,-1.476732467,2.332946749,8.363716809,2.125045987,-8.133566843,-0.944240127,-3.579960629,-4.179563067,-0.651720666,-5.698591922,1.064089821,1.030133977,7.45021137,-1.075028303,6.385634404,2.866492746,1.236928988,-0.305862956,-3.918891048,1.206822619,-2.979646502,-1.072161651,-3.57430626,2.622204011,0.379237901,0.289371518,1.019907164,1.552090424,0.86608158,-0.042250876,-0.896709615,6
-6.769442206,2.562802531,0.867884349,-4.658853541,-1.612036362,2.226615263,8.132209438,1.917018739,-8.23411706,-0.97248221,-3.282493774,-4.274674743,-0.641391512,-5.851673192,0.97026911,0.904257537,7.152840704,-1.161804953,5.965808218,2.810016791,1.230115855,-0.462890979,-3.862896954,1.447313247,-2.645209582,-1.113021688,-3.407420208,2.564558534,0.388858436,0.109704889,0.724795836,1.462095328,0.541656829,-0.102334292,-0.827195701,7
-6.597630667,3.078498825,1.600567522,-3.804239289,-1.719276444,2.180281258,9.362892892,2.576493052,-8.513156583,-1.029707439,-3.434487213,-4.680979841,-1.304174703,-6.389638969,1.073870197,0.699077461,8.27199058,-0.941986475,6.734587082,4.076369949,1.653297085,-0.458672518,-4.108176846,1.472124845,-3.593139503,-1.46362821,-4.178887701,3.021132302,0.525015614,-0.274304447,1.364670934,1.520216105,1.3361849,-0.50901161,-1.126829389,8
-7.966532236,1.48899513,0.015963452,-5.906662684,-1.225110179,2.867558573,7.248739075,1.57796458,-7.700160206,-1.378065309,-3.74069203,-3.860921693,-0.306666152,-5.367470082,0.886918006,1.245281118,6.402246789,-1.034050681,5.484583717,1.671870156,1.081682286,-0.730012828,-3.746660047,0.911789051,-2.429613874,-0.862778937,-2.713014724,2.606179851,0.480999742,0.206258468,0.899722579,1.568984002,0.587244401,0.265903026,-0.49147663,6
-7.961565099,1.169256476,-0.159842326,-5.705060953,-1.052859489,3.021813611,7.002014467,1.553553224,-7.216765391,-1.226055812,-3.553017081,-3.5585577,0.020602641,-4.80673069,0.773613946,1.269771059,6.423462539,-1.174096076,5.624090856,1.401212068,0.891297071,-0.883088008,-3.810662265,1.124920231,-2.284687378,-0.74453725,-2.742530905,2.467657394,0.064403628,0.440285208,0.863014516,1.368003913,0.497701955,0.209877673,-0.718191992,3
-5.142340738,4.064934253,1.616022433,-1.447440687,-2.570301119,2.499773701,9.77597741,3.525798874,-8.861702949,-0.053259722,-2.584750858,-4.636508996,-2.124446961,-6.151164413,1.079445078,0.568987646,9.637787113,-1.702651633,7.629357793,5.522511882,2.209364682,-0.774376454,-4.701027821,1.700247817,-4.465735585,-2.361679478,-4.707803935,2.962032526,-0.059014163,-0.566361214,2.016111774,0.799066574,1.352005155,-0.789166693,-2.158545647,5
-4.715703207,4.021981908,2.797191321,-1.792016191,-1.973827997,1.40814125,10.38229778,3.484169805,-9.038813804,-0.376890897,-2.904534262,-5.129460183,-2.571627037,-6.670444443,1.037382877,0.7132189,10.06109042,-1.111324316,8.127146781,5.368392873,2.175495044,-0.110368165,-4.33290062,2.040582646,-4.49211147,-2.053709345,-4.500786476,3.103044066,0.494379383,-0.699397286,1.788661902,1.350104227,1.833979623,-1.412642852,-1.953464645,6
-6.763357985,2.68872073,1.512352659,-4.233985359,-1.634987504,2.263612906,9.081339474,2.395882784,-8.319117717,-1.218711647,-3.484696715,-4.686976691,-1.196929368,-6.200146548,1.019048776,0.62915322,8.034906661,-0.971580139,6.481721467,3.71415639,1.646040147,-0.601329674,-3.955115314,1.425531555,-3.349930095,-1.332963179,-4.008612364,3.019665773,0.683552551,-0.362545147,1.330657196,1.636176942,1.294656744,-0.541309216,-1.041318614,8
7.246301387,-6.250260143,10.73384466,-8.413706587,-4.11488016,-1.140868919,-0.688174975,0.538868911,0.67952879,5.190790817,13.3711193,-2.440658873,2.592828019,0.680033645,3.402699963,-8.480024371,-3.987723961,-1.316971017,1.634367432,-2.612796173,-2.08003895,0.184203829,-4.995082093,1.680665923,0.667270585,0.161806435,0.220787223,3.72447129,0.087252325,-1.371094105,1.357495213,0.9251631,-2.408914887,-1.185946019,-1.422354885,5
8.727220477,-6.484605844,11.48396036,-7.698867145,-3.895644659,-1.657517024,-0.978470679,0.951736461,0.811769286,5.820727964,14.46167854,-2.386397081,2.378060745,0.588786219,3.351699287,-8.795992297,-4.002837204,-1.250675222,1.638150136,-2.45869679,-1.940997966,0.195189544,-5.660373759,1.824788788,0.747463322,-0.028737276,0.126401768,3.874416944,0.253916845,-1.604323201,1.46811845,0.931084134,-2.406064266,-1.21043192,-1.46994433,6
9.10639666,-7.277333212,12.10922485,-7.303976082,-3.61007986,-2.024953332,-0.521051005,0.828638771,0.982546866,5.783983761,15.15200953,-2.119832678,2.393388179,0.941340915,3.3072462,-9.116860683,-3.969458182,-0.737540975,1.867627869,-2.306080105,-2.270280278,-0.243549403,-5.783261523,2.047957137,0.647943547,0.104482546,0.24788753,4.037367425,0.214498794,-1.801079497,1.734889481,0.43455007,-2.214627616,-1.725576818,-1.564979838,8
6.827572243,-6.380990509,10.53383552,-8.462348499,-3.907902189,-0.903398978,-0.5654701,0.600050445,0.674032836,5.143242808,13.23367646,-2.472516663,2.577938419,0.509446721,3.383565059,-8.416642795,-3.992083954,-1.24822552,1.670810545,-2.694235279,-2.08703061,-0.09476848,-4.821803529,1.603790738,0.963665304,0.206429073,0.089568885,3.656642364,0.096824732,-1.45485171,1.29213756,0.935615655,-2.404673414,-1.20435231,-1.405098442,5
4.417881491,-6.256449204,9.0840459,-9.25358292,-3.457197499,0.153038123,0.164840328,0.550187374,0.277439631,3.941236859,11.41725895,-2.41671384,2.765272235,-0.231903535,3.069283817,-7.197420995,-4.028089292,-1.348523639,1.522308335,-2.802406794,-1.858210421,-0.348814074,-3.809778852,1.115901606,1.253809374,0.615300038,0.127774309,3.019408221,0.216219388,-1.037508341,1.114265183,1.127707025,-2.641950095,-0.992488164,-1.102712896,7
7.459684945,-6.693953797,11.07880349,-8.078763583,-3.754868154,-1.351397929,-0.322768792,0.689973262,0.612948535,5.40947432,13.90385399,-2.375094594,2.642884082,0.476940833,3.350201637,-8.490337717,-4.089083263,-1.053955319,1.687782064,-2.260009805,-2.176529297,0.00409762,-4.855139059,1.670410342,0.708123244,0.142178585,0.274977099,3.818244175,0.184166826,-1.50763904,1.565079214,0.75693195,-2.419480042,-1.310776642,-1.420638319,9
5.85671865,-6.17646664,10.05286865,-8.934073791,-3.987796087,-0.763871031,-0.507318977,0.485040472,0.441937739,4.612260698,12.51387947,-2.509139189,2.621328854,-0.00455715,3.281142413,-7.831996045,-4.247298031,-1.346399179,1.567617929,-2.692276924,-1.935914376,-0.007606621,-4.296688782,1.317933201,0.985375805,0.220529254,0.146254776,3.420204572,0.380547754,-1.018156384,1.20362053,1.357269732,-2.560317132,-1.022384188,-1.453767967,7
5.906256016,-6.084951757,9.917898056,-8.819688034,-4.053162629,-0.557264561,-0.52207295,0.525732392,0.410974855,4.749899514,12.61411601,-2.480108794,2.705481166,0.173378393,3.313522635,-7.920073183,-4.077048447,-1.37442368,1.607169886,-2.682387736,-1.979644256,0.135035223,-4.438370943,1.369983808,0.948984266,0.260894715,0.121278592,3.588998687,0.14772975,-1.176447343,1.116985767,1.149281288,-2.579063717,-0.964722361,-1.363228573,5
4.750540377,-5.910313335,9.590583151,-9.500265902,-3.719563505,-0.609944439,0.296084365,0.49093901,-0.087775381,4.232183148,11.59817789,-2.738631056,2.497428693,-0.524021146,3.195276495,-7.429129594,-4.540607658,-1.284415302,1.330783372,-2.851166943,-1.942578361,0.236346563,-3.524520271,1.04374934,1.117045771,0.772016742,0.460900273,3.345336712,0.51942566,-0.876876825,0.970814094,1.490372245,-2.588178949,-1.101781751,-0.890150017,7
8.514571684,-6.425017306,11.77476271,-7.244746928,-3.955515812,-1.360069664,-0.770606859,0.656955078,1.031658811,5.978932137,14.6940686,-2.18583316,2.511981069,1.111242453,3.459365715,-8.748073723,-4.115484472,-1.284901024,1.884459007,-2.213963724,-2.065294333,-0.305947223,-5.316339749,2.182538577,0.571162784,-0.099709127,0.459109011,3.946790998,-0.340815757,-1.44336611,1.705210101,0.439172732,-2.57891334,-1.713055797,-1.808032994,6
4.463972209,-5.858735113,9.268277107,-9.519461069,-4.092665205,-0.152769645,-0.338579053,0.398558987,0.039248037,4.162300625,11.69400088,-2.48803749,2.808732675,-0.157248847,3.154198852,-7.329303431,-4.220240306,-1.536667824,1.446633005,-2.735088793,-1.839049852,0.101021615,-3.859823899,0.955845347,1.036650173,0.204452377,0.133357418,3.334655001,0.209807872,-0.928149372,1.021725153,1.282025435,-2.714835476,-0.75161746,-1.360671303,6
8.003483478,-7.123240496,11.16072281,-7.975396951,-3.835833325,-1.639324955,-0.309987591,0.756947735,0.709701701,5.458325912,14.2759953,-2.539070452,2.472804852,0.500525159,3.407297192,-8.737268684,-4.156722056,-1.022209672,1.776297314,-2.248350106,-2.219259595,-0.245351732,-5.028898602,1.750788916,0.784143879,0.259481737,0.151245995,4.021360815,0.248038295,-1.608590857,1.426660832,0.60119639,-2.475139492,-1.434899059,-1.67554138,6
8.325590652,-6.038492412,11.63423715,-7.59545944,-3.898234867,-1.611073638,0.033528593,0.742406452,0.283654302,6.472814072,14.00432827,-2.069887326,2.357588586,0.989238231,2.721361834,-9.096625802,-3.999449857,-0.724630518,2.092369411,-2.227663107,-2.563263305,-0.256888362,-5.59120774,1.779285278,0.494853535,0.044211082,0.188394849,3.513895735,0.077191906,-1.281933741,1.167291191,0.650066311,-1.63379807,-1.747297544,-1.688737683,6
5.317275378,-6.090670785,9.593661612,-9.075212797,-3.933092234,-0.368620751,-0.386088381,0.499898847,0.374566698,4.556627282,12.19576123,-2.46846628,2.705453087,0.036100304,3.29500322,-7.7074,-4.096352461,-1.430224148,1.569647064,-2.815668888,-1.921666572,-0.014943802,-4.207556919,1.247403064,1.080756472,0.326151847,0.159836482,3.477404449,0.170082553,-1.081009411,1.103089564,1.186234445,-2.59591854,-0.976309321,-1.31394434,5
-0.80750521,-4.094927267,5.530116543,-10.8272294,-2.820144375,1.057630747,0.156202827,0.167626253,-1.025844468,2.047438252,6.23179266,-2.176352506,2.597642366,-2.120223907,1.836206263,-3.584310197,-3.765259042,-1.922460705,1.010768901,-3.338816666,-1.546150196,-0.357081097,-2.52848132,-0.315429488,1.160923406,0.928699362,0.771909582,2.30572689,0.853136797,0.507138799,0.578904181,1.583520828,-3.259051066,0.148143591,-0.127055716,5
-0.263358049,-4.3165241,5.538092265,-10.36268625,-2.665974403,1.787180698,-0.137698609,0.164496894,-0.518978912,2.361196035,7.694248847,-2.44177626,2.738320568,-1.838788602,2.631417801,-4.218548502,-3.65825262,-1.760885933,1.449101226,-3.250564377,-1.710175561,-0.073130544,-2.790472751,0.152918545,1.612886587,0.711162796,0.185183931,2.848776288,0.930769488,0.007384397,0.91335665,1.09550425,-3.225776491,0.189334307,-0.33379808,5
5.467183852,-6.083571027,9.707245046,-8.987545481,-3.920681693,-0.41048171,-0.444810869,0.488415705,0.420170787,4.642730212,12.2951093,-2.471864277,2.712485799,0.108736942,3.290469105,-7.791886479,-4.086394244,-1.402238654,1.583638637,-2.807072889,-1.957642108,-0.01002129,-4.27936476,1.306828088,1.062484549,0.300686426,0.14678998,3.502241185,0.158943373,-1.140959621,1.120901255,1.16727982,-2.570513578,-1.003226892,-1.326040005,5
6.189132602,-6.424224894,10.24944166,-8.788148729,-3.904589734,-0.786850286,-0.319026648,0.477413442,0.326601752,4.779780248,12.9569092,-2.440095278,2.704986846,0.064486211,3.284768562,-7.913558352,-4.255514056,-1.366063211,1.47964979,-2.529277639,-2.004046513,0.06956068,-4.411759503,1.310647369,0.767745396,0.331039454,0.32138546,3.599971071,0.246447208,-1.169519362,1.318688438,0.962865712,-2.669391958,-1.140372189,-1.421143709,8
9.530635886,-7.010210805,11.56867444,-6.583102088,-3.629444564,-1.554834004,-1.312029188,0.607497749,1.096990219,5.329685931,15.44520105,-2.358889101,2.703621761,0.534326925,4.042030154,-8.70585319,-4.096147298,-0.622585041,2.289479477,-2.484958877,-2.352799064,0.277278877,-5.670312216,2.104696032,0.660831894,-0.166531985,0.248327436,4.436622261,0.309606266,-1.872193737,1.397022838,0.555113918,-2.678342419,-1.008935438,-1.590207811,5
3.793901044,-5.833826093,9.064738546,-9.784330478,-3.623890633,0.046919288,-0.103003432,0.375830855,-0.05034599,3.99107512,11.34746776,-2.470037505,2.86218173,-0.277886798,2.929012824,-7.123476509,-4.293612223,-1.323934556,1.492432127,-2.652296138,-1.830561533,-0.071729594,-3.514322147,0.94768785,1.085696588,0.269997314,0.254766115,3.242258131,0.207241073,-0.94910991,1.205294905,1.223993654,-2.689026868,-0.790033701,-1.35388689,6
