0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,Final_Marks
0.907101584,-3.636002483,-6.741299948,7.665071518,-15.04006732,-20.23412163,4.825284643,-6.245125486,-6.12774614,-2.293876413,8.424390128,-9.498042205,-1.795362974,0.485562341,-0.823946147,1.892764547,0.076631129,6.589131494,-2.92512997,5.255282326,-0.990627329,-2.113088246,-1.123470658,1.397267328,-1.916048936,-1.305674835,-2.845518153,-0.160754761,0.874988902,-2.647439892,1.04975362,1.072782579,1.761721572,-1.686620809,2.706342583,-0.659623193,-1.480302589,6
1.257675622,-2.264155154,-7.698466008,4.29494505,-17.12878083,-23.78459586,5.508694961,-7.730752043,-5.004450197,-2.655144797,4.782134642,-8.78583328,1.359850869,-2.035203603,0.287132581,2.069109812,-2.865358053,4.731654389,-0.463641048,9.037267553,-4.067210968,-1.911659715,-0.04114227,0.184563133,-3.775515629,-3.547844958,-0.33140354,-1.555555977,1.552746417,0.010460529,-2.159769114,-0.058184772,-1.60500322,-0.789829123,2.692828339,0.588595301,1.735196488,7
1.485998065,-2.225216464,-7.856404119,4.774282527,-16.83391042,-24.51749142,5.468791863,-6.928089113,-5.226607723,-3.023010657,5.363394713,-9.312191465,1.328142925,-1.771409943,0.380738071,1.866702676,-2.754192222,6.004714718,-1.213070004,9.433575893,-4.466805092,-1.490649314,-0.366303289,0.384648236,-3.369030445,-3.464891228,-0.951997858,-1.213097359,1.465466383,-0.581593577,-1.42486594,-0.572449916,-1.167637715,-1.270746834,3.119712315,0.359567857,2.285585423,5
-4.26739908,-5.415014337,-4.786665001,11.10675346,-15.72391086,-21.49351492,10.17588556,-5.613684231,-4.311509611,-4.615348587,5.245124957,-10.31224422,-1.990294759,2.559242026,-0.069953275,3.518910761,1.298083647,3.48596137,-5.297119239,10.18920796,0.704265675,-1.16664409,-0.486342923,1.672901508,-1.057656373,-1.233562758,-1.587506745,-2.570487393,-2.844265442,0.731425193,-1.378832128,-0.015708708,1.01648092,-0.995100514,0.736116389,-0.377049925,0.546485075,4
-2.264445138,-4.212341625,-4.686445751,11.10448554,-15.70444232,-22.01457139,8.028040419,-6.231893741,-6.452430238,-3.18942995,8.520570422,-10.34382157,-2.174843022,2.3721691,-1.651545124,2.201509927,1.557723949,6.441737762,-6.665710227,10.10909013,-1.372634606,-1.202574096,-0.117869265,2.79692056,-0.808118685,-0.223743167,-4.16573642,-0.361450839,-0.953460516,-3.036992533,0.482445868,1.793735257,2.422837909,-3.124642066,3.631637788,-1.65523438,-1.235781841,6
1.515838642,-2.169215724,-8.544231316,3.968167086,-15.72222213,-22.52338695,4.564805438,-7.627009327,-5.172768694,-3.430687898,4.247175787,-9.219956758,1.104830924,-1.564936769,1.667705795,2.117324406,-2.21392787,5.70442299,0.356314381,7.562830608,-1.763731488,-2.158874487,-2.11523077,-2.005006549,-2.620716857,-4.594840268,-1.089638515,-2.617427107,0.864608071,-0.196549218,-0.868785114,-1.665701669,-2.435814871,-0.840090534,2.216541067,1.555181001,2.285432938,3
-2.736737279,-4.861014716,-5.133607495,10.8562369,-17.33366075,-21.27306738,9.494996841,-6.107184908,-5.881807785,-3.607645554,7.603560666,-10.89009595,-1.398895624,2.106066006,-0.870002426,3.18227118,-0.531580996,5.427971314,-4.23777274,8.781948353,-0.261646245,0.524885619,0.085144467,0.841345514,-1.075623009,-2.420035708,-1.205759593,-2.246519854,-0.516995229,2.091575705,-1.749174636,0.744885478,1.622702243,-0.284902592,-0.700988668,-0.633501012,-0.916166087,6
-2.078333297,-4.682333974,-5.033212353,9.566872191,-16.47201368,-21.49092834,8.763749032,-6.528599299,-5.429034584,-3.774158508,7.068803082,-10.62551851,-2.144004863,2.176558557,-0.785844124,3.203705261,0.219889369,5.033288627,-5.442095955,8.704623649,-0.657950102,-1.061938418,-0.082032619,1.864682038,-1.682788636,-1.85175872,-2.099327652,-1.414090377,-1.108057222,0.794728533,-1.363577422,0.380705401,1.406874548,-0.726257157,1.171285664,-0.780766034,0.120784128,8
-3.47258592,-6.167451192,-3.378928878,11.05755413,-14.65204374,-19.87635736,8.821916531,-6.215880258,-3.523163802,-5.599634433,4.137137517,-10.50045838,-2.622125151,4.129407338,0.029861483,4.534052351,2.333616676,3.854506806,-4.321835599,8.617561495,3.822908697,0.165585719,-1.102225211,-0.649206671,0.914502438,-1.692608827,-1.018740773,-3.73723806,-2.719907776,1.55164686,-0.977466905,-0.275103968,0.414323422,-1.649378389,2.183055079,-0.83483448,-0.842875748,4
-1.45269028,-5.768749351,-5.221806817,8.538532108,-14.56120463,-18.31808602,6.737597439,-6.505496077,-3.826614822,-4.944022316,4.504771655,-9.77714794,-2.944334487,3.133758369,0.659195791,3.71509918,1.625200684,3.487693785,-2.238361045,4.664501663,3.854155587,-1.153423149,-1.971732354,-1.271168245,-0.67065861,-2.277082911,-1.313873356,-3.183149761,-1.304090178,0.309601037,-0.160359047,-1.450065643,0.726285652,-0.412536369,0.88028536,0.007646151,0.121668508,4
-1.949876254,-4.359966619,-5.894455913,9.404621944,-16.63241131,-21.61807391,8.549255139,-6.560357931,-5.63855863,-3.766383958,7.069086682,-10.76184511,-2.126179607,2.21632096,-0.742808235,2.894844908,0.362910665,4.835437806,-5.02297329,8.449992956,-0.921220778,-0.884130503,-0.014366906,1.960005938,-1.832126501,-2.108736378,-1.971827715,-1.680693421,-1.426997543,0.394831597,-1.629478492,0.471416804,1.599031679,-0.493202686,0.185935733,-0.409421263,0.178717772,7
-1.665450992,-4.507221101,-6.251708077,9.070811847,-16.2239052,-20.85197841,8.134848745,-7.152641327,-5.530913585,-3.306888,7.359855444,-10.98663725,-2.111326083,2.60090109,-0.575564453,2.55497308,0.293150393,4.961927216,-5.319354466,7.861424173,-0.827745217,-1.275225382,-0.077424182,1.729417243,-1.50145007,-2.276018863,-2.527032304,-1.652640689,-1.418658651,0.345799359,-1.730583581,-0.012575633,1.466250677,-0.484854092,0.529560458,-0.423901524,0.19842617,7
-1.288406411,-4.415674937,-5.431737791,8.260859482,-15.45072967,-20.90582112,8.363868933,-6.644782818,-5.07564527,-3.659873453,6.289930369,-10.60221217,-1.379932065,2.136559143,-0.501569495,3.658911226,0.098617793,4.611265735,-4.091794793,7.567038806,-0.04018291,-0.874282674,-0.481955941,1.163858075,-2.293811616,-2.677326983,-1.143431306,-1.6774334,-0.738876379,1.573794308,-1.656178073,-0.156888177,0.4447522,-0.638034792,0.354918949,-0.458904982,0.213164881,5
-2.23811246,-4.502292708,-5.689759965,9.675164745,-16.55574004,-22.02063834,8.786528049,-6.576370927,-5.617302693,-3.81897781,7.078509362,-10.82941179,-1.946563942,2.100921141,-0.931025884,2.823416414,0.271811739,4.906502767,-5.235824651,8.813442156,-0.978309748,-0.858751782,0.001872678,2.132731757,-1.739775943,-2.107334449,-1.956063762,-1.684831302,-1.457325939,0.482475317,-1.660142619,0.528689761,1.573826447,-0.655166833,0.452090116,-0.511835318,0.213914312,6
0.766799527,-3.548957427,-6.988902745,7.694646385,-16.02970677,-20.78607102,6.944591346,-7.147554377,-6.399636,-2.900153602,7.229160419,-10.58246468,-1.068193027,0.81716212,-0.27782155,2.377722699,-1.245145564,6.00517467,-2.891360438,6.617194523,-1.579047327,-1.413975771,-0.534765477,1.204708223,-1.985833346,-2.861076005,-2.127663686,-1.445743814,-0.521465083,0.183832064,-1.333112859,-0.173473769,0.83284895,-0.203579526,0.658707932,-0.261686283,0.506890189,8
-0.904046439,-3.624386419,-5.780522406,8.94546941,-15.09274691,-20.59509254,7.418834116,-6.559414656,-5.153508577,-3.401720931,6.658045729,-10.33866316,-1.594837549,1.151035778,-0.938199186,2.919732328,0.472719578,4.885849901,-4.074986312,7.14545756,-0.778801341,-1.672094966,-0.227668589,1.951979848,-2.22029168,-2.455602026,-1.215023139,-1.80290767,-0.84258555,0.53713488,-1.200997083,0.054396358,1.26825047,-0.466172478,0.144318073,-0.425478191,-0.121106337,6
3.514190017,-1.94610991,-8.051260649,3.004605132,-14.26963239,-19.57379119,4.095729381,-7.124030769,-3.717261772,-2.786432235,5.132794829,-8.891108161,-0.401783994,-2.071129953,-0.057008817,2.470401815,-3.583726805,7.135227609,0.648647009,6.307637855,-3.318586709,-1.526645223,-1.015048115,-0.073301156,-3.468140067,-4.315087237,-1.117947804,-2.107269591,1.807306909,-0.948182317,-0.917270741,-0.723098333,-0.880465297,-0.635966466,1.82128293,1.755363658,0.02579785,4
-0.18932045,-4.126240321,-5.948816568,7.298361594,-15.56980455,-20.1503583,7.315724777,-6.754057742,-5.484745136,-3.447516441,6.859284203,-10.35694258,-1.117692284,0.862863067,-0.322744603,2.946542758,-0.485424807,5.278707249,-2.850455725,5.816482039,-0.526138969,-1.935556555,-0.923036926,0.724803902,-2.789341498,-2.329411495,-1.864114532,-1.175620727,-0.444844378,0.084378272,-0.407655332,0.465577877,0.743213283,-0.984289095,0.465981591,-0.124311169,0.366995059,8
0.675648921,-4.547925482,-6.388054599,6.494204077,-15.80299171,-18.77715639,6.481723271,-7.427842343,-6.090197253,-3.269160441,6.463520646,-9.961627912,-2.210398814,0.728919809,-0.033768545,2.958025818,-0.726690968,5.433207632,-2.180081665,4.595635433,0.23549788,-1.680759142,-0.482770545,0.658035019,-1.974418816,-2.452176931,-1.757278989,-1.176665926,-0.568612928,0.826912436,-0.268654926,0.101232797,1.071301327,-0.547396058,-0.769106478,-1.148513774,-0.798182782,5
-2.453291995,-3.801735125,-5.136883007,10.01284455,-15.27380415,-21.92793975,8.519219075,-5.910707971,-5.074880097,-3.769410957,6.200508463,-10.70694922,-1.727272047,1.891533492,-1.310632895,3.324836799,0.625491217,4.515345037,-5.351469529,9.142760734,-0.715555299,-1.210457324,0.138792669,2.425702438,-1.568912381,-1.941161691,-1.772873683,-1.791749241,-1.37039857,0.31269453,-1.375010286,0.570308138,1.294566546,-1.018677821,1.225198519,-1.082641334,-0.017407962,6
0.079022899,-3.746469888,-6.331033325,7.043556289,-15.06187599,-19.3833288,6.62438695,-6.360798202,-5.356483856,-3.318653053,6.298553436,-9.991275015,-1.544237357,0.842419079,-0.232200517,3.145618845,-0.687745122,5.394492729,-2.706518458,5.52253406,-0.019647096,-1.568781032,-0.545759865,1.200196464,-2.417405007,-2.908181217,-1.132026054,-1.837209125,-0.133648187,0.840480826,-0.739320975,-0.42862949,0.935010721,-0.238221369,-0.153891916,-0.268602786,-0.656568898,6
-1.386787078,-3.886691666,-5.538449094,9.963711707,-16.27908094,-21.82309748,6.833263875,-6.173319816,-6.445885219,-2.676495118,8.948371599,-9.820888225,-2.072964957,1.576773103,-1.491944874,1.732379659,0.651463134,6.581475152,-5.192630787,7.981013897,-1.581414868,-1.37768729,-0.379728057,2.536372673,-1.700178202,-0.820736452,-3.527040388,-0.309581112,0.26330314,-3.097757788,0.256185254,1.698798443,2.340758502,-2.433615166,3.196285052,-1.326617031,-0.953294434,6
-2.150027638,-3.816065759,-5.462089277,9.659918074,-15.55703126,-21.37352635,8.240109539,-6.341917626,-5.322297039,-3.623032082,6.951423786,-10.59587237,-1.943413394,1.870300532,-0.967351033,2.950480823,0.901618123,4.898195001,-5.113954426,8.340834751,-0.829596699,-1.020832922,0.015896172,2.180966459,-1.869296943,-2.270237669,-1.611345476,-1.864139094,-1.230910953,0.276330113,-1.45313308,0.427533285,1.632400523,-0.956318487,0.15377536,-0.54459688,0.239414356,6
-2.721479761,-4.841178176,-4.617010653,9.292595493,-16.74052251,-20.7240872,8.838615188,-6.700696837,-4.850968318,-3.165776984,6.268506847,-10.21859604,-2.003590872,2.120838045,-0.306504589,3.174950465,0.4029085,3.911899837,-4.672836235,8.278315777,-0.098472818,-0.984622114,0.072936141,1.405582318,-1.95546433,-2.182607009,-1.258401788,-1.693847223,-0.728969801,1.336404444,-1.804960736,0.898554733,1.125647048,-0.447366248,0.37945735,-0.635534537,-0.447797091,7
-2.879322654,-4.599676572,-4.812720104,10.48337556,-16.55606588,-22.16279372,9.442005536,-6.256496532,-5.469252679,-3.848082189,7.127984106,-10.98109422,-2.021196437,2.380778446,-1.02623005,3.111281707,0.412601728,4.851870604,-5.79029511,9.786792424,-0.82662065,-0.466506287,0.276716891,2.053437445,-1.237776806,-1.884541757,-2.202007821,-1.760070421,-1.518710956,0.524708699,-1.91289188,0.985895256,1.474409172,-0.852200005,1.152449024,-0.907776545,0.518632938,8
-1.219838556,-4.568485555,-5.695680327,8.65025497,-16.2732189,-21.54718774,8.387609305,-6.565080954,-5.778912604,-3.372001722,7.12782145,-10.79634559,-1.74288013,1.568421844,-0.901463776,2.814169994,-0.30504144,5.128561135,-3.959550402,7.413001673,-0.67368928,-1.095812992,-0.058534443,1.378320877,-1.921790109,-2.166901551,-1.694107924,-1.850759778,-0.923932414,1.232885347,-1.094924634,0.359671966,1.427087697,-0.520203838,0.064178653,-0.570753004,-0.302000146,6
-0.787864838,-4.180539683,-5.172839704,8.518255104,-16.34653845,-20.8246707,8.325730647,-6.291965993,-5.349020988,-3.248306276,7.159505693,-10.61613561,-1.136255952,1.578026559,-0.639343357,2.701259077,-0.473075057,5.527021645,-3.925286534,7.194463808,-1.101413928,-1.345825479,0.22853695,2.085891765,-2.055557657,-2.935111429,-1.204515408,-1.845914938,-1.170705716,1.305357446,-1.265128721,0.038608262,1.306818302,-0.463238965,-0.277292132,-0.714473503,-0.501798013,3
-0.867475919,-4.532948357,-4.013177914,7.351536539,-15.026123,-19.88323956,8.92338879,-6.928449553,-5.377524784,-3.288792344,7.32917405,-10.16157574,-0.643135671,1.927126873,-0.883996621,2.207517592,-0.510697866,5.51062274,-3.613359358,7.24434137,-0.935637093,-0.939909814,0.120098726,1.685347076,-1.485657533,-2.329747924,-1.408457439,-1.651995511,-1.031860106,1.480918273,-0.613092558,0.39955757,0.514083096,-1.148730311,-0.541825616,-0.730080328,-0.810569374,5
0.890727356,-3.521963736,-6.589558265,6.914531321,-14.37759103,-18.7907219,5.65508464,-6.242375951,-5.19858325,-3.343561912,6.725502734,-8.886814342,-1.461986827,0.839610645,-0.369222125,2.012329956,-0.222285993,6.154971889,-2.310910968,4.498041587,-0.23104555,-1.472139108,-1.130706463,-0.097056588,-2.233027512,-1.812888616,-1.330708333,-1.202345791,0.082625168,1.247164836,-0.323713736,0.419388976,1.066416706,-0.712154704,0.677952005,-0.499114178,-0.587012516,6
-2.460637237,-4.333561123,-5.130632925,9.985974778,-16.45235493,-22.22546182,9.011348206,-6.120484994,-5.58516302,-3.737319981,6.815891635,-11.28206597,-1.845724532,2.125233314,-1.122619675,3.149029104,0.164736643,4.926660915,-5.285605395,9.119734477,-0.883749911,-0.891425888,0.1427283,1.882284477,-1.247346458,-1.951079681,-2.231333564,-1.756611232,-1.30867869,0.646135906,-1.69137504,0.884544899,1.391218051,-0.841017645,1.259996188,-1.145386711,0.338179085,8
-11.55423229,15.78624821,-4.258451864,-3.933252471,2.423925904,2.341963884,2.421237253,-4.778764023,8.01616043,10.8973546,3.717594297,-1.977657552,1.567409017,-3.919151684,0.118024903,-1.281179524,-0.518184377,3.526328343,1.603850506,-3.171741699,0.289463991,5.661740127,-8.300151586,3.346883239,-3.82211492,-5.205299783,1.897240415,1.2444767,-8.121272047,-1.530558205,-1.081615623,-1.797548576,0.339712686,-1.9260576,0.378203621,-1.514854909,0.70968971,5
-10.7985987,14.82617585,-4.335882968,-4.293229973,2.049486675,2.093043704,2.929715399,-4.934433687,7.426006507,10.6540688,3.783711801,-2.05200132,1.176431005,-4.072784381,0.222032,-1.895455814,-0.708198943,3.52473409,2.013316895,-3.649018817,0.041029133,4.60304636,-8.200912453,3.099769509,-4.200176282,-4.695611877,1.951977593,1.121597049,-7.793654718,-1.779836067,-1.186365968,-2.1559108,0.193113421,-1.961110155,0.428338121,-0.967742095,0.763136427,6
-8.875944207,14.05439607,-5.220744601,-4.64765153,1.574895465,2.119228572,2.083579885,-5.513526908,5.924029264,10.1380092,4.071891688,-2.337939338,1.101898069,-4.025515135,0.543422386,-1.504393856,-1.198314714,3.829805903,2.013688612,-4.614742292,0.045182544,3.632535272,-7.896129521,2.700482433,-3.6189119,-4.73207869,1.813797896,0.502317303,-7.113280355,-1.791056866,-0.945914896,-1.608260959,0.507951735,-1.66855447,0.004087945,-0.666572343,0.320281409,8
-11.77958792,15.83386282,-4.097375591,-3.761113184,2.338121009,2.555610842,2.458709515,-4.70004013,8.189259867,10.92317765,3.731726913,-1.913524993,1.524724035,-3.771126275,-0.010260338,-1.24233251,-0.471313823,3.438690718,1.573169249,-3.177173278,0.379374719,5.893080748,-8.354893898,3.351424931,-3.813489499,-5.135678447,1.995843406,1.30069766,-8.009778807,-1.414789029,-1.045757437,-1.604167403,0.238545489,-1.917441383,0.294978951,-1.583804638,0.703209547,5
-11.95839971,15.91054874,-3.986320494,-3.547421298,2.2485581,2.362705308,2.550607454,-4.492375035,7.900264833,10.94603096,3.930663537,-1.884966566,1.495493196,-3.780900681,0.134812993,-1.254917301,-0.459136517,3.583549536,1.579353042,-3.292870304,0.307936727,5.764984155,-8.506381947,3.342768492,-3.770923809,-5.100109348,2.128306526,1.393072432,-8.001468874,-1.457223671,-0.946214919,-1.520965828,0.433262865,-2.101039322,0.166354468,-1.511332674,0.661714913,7
-8.385713979,13.4140064,-5.38872684,-5.211584101,1.719339165,1.680667813,1.95975356,-5.809655032,5.552432677,9.820985527,4.063845101,-2.271098564,1.033783546,-4.236015383,0.542958104,-1.335523467,-1.148896847,3.868850608,2.204129495,-4.873668717,0.108293722,3.004129145,-7.621188874,2.551130484,-3.571816782,-4.599869804,1.666326506,0.667203591,-6.972094501,-1.872915406,-0.894451915,-1.782814857,0.266443933,-1.289235039,0.156299037,-0.25687603,0.065385123,9
-7.547696545,12.66545445,-5.933987274,-5.633917967,1.395584093,1.208485702,1.687692047,-6.052965982,4.316733579,9.379055707,3.967778209,-2.255432062,0.419359977,-4.480434595,0.704987773,-1.561522244,-1.407893737,4.070953312,2.54583103,-5.172056956,-0.348298585,1.828204366,-7.554222504,2.475512411,-3.682886794,-4.244409972,1.789839558,0.646693645,-6.878815859,-2.348941807,-0.908323883,-2.431645264,0.458660468,-1.355737759,-0.160594954,0.081718489,-0.102863251,7
-11.01700064,15.24459932,-4.464293074,-4.249710872,2.202415867,2.199771556,2.403172745,-5.054227505,7.491378989,10.68861774,3.841135867,-2.075208351,1.369555584,-3.996763698,0.20617627,-1.386490815,-0.599235069,3.557408764,1.716684028,-3.648090852,0.214576265,4.947277292,-8.220689142,3.195444361,-3.906527058,-5.015587049,1.90794059,1.034693625,-7.828988874,-1.651118018,-0.960435142,-1.69608096,0.439469512,-1.844657398,0.242811279,-1.258965625,0.47806415,5
-11.10018247,15.07368318,-4.918142511,-4.236731577,2.015161901,1.782452349,1.953899604,-5.125046113,7.593134575,10.76102679,3.626123369,-2.033586524,0.9512263,-4.367146024,0.276855428,-1.427929682,-0.64300384,3.149690626,1.896585474,-4.448107205,0.010978825,4.583794856,-8.435412521,2.846338318,-3.967855942,-4.863484835,1.834050712,0.763619228,-7.486951308,-1.919545794,-1.007226554,-1.594763644,0.919006694,-1.761266838,0.465787704,-0.941006668,0.791084112,7
-8.940827079,13.7084336,-4.391240864,-4.859217164,1.856603363,2.001693767,2.384402554,-5.543054233,5.799876379,9.867656714,4.16727764,-1.967530108,1.425817374,-4.057650843,0.611741525,-1.499159128,-1.185315868,4.033154451,2.238972994,-4.277808656,-0.243101021,3.543657385,-7.820766368,2.956407412,-3.799057869,-4.636844139,2.020844571,0.721843416,-7.084473621,-1.457530933,-0.616267798,-1.901923553,-0.029078761,-1.676214808,-0.227188708,-0.592147957,0.076485943,6
-10.02089951,14.69268324,-4.786021248,-4.599892744,2.0189269,1.983224375,2.201878618,-5.339252216,6.795394146,10.48692698,3.992698142,-2.170239512,1.126013409,-4.132637445,0.326734367,-1.366618226,-0.788332669,3.753154057,1.86505063,-4.133446841,-0.000346209,4.240707104,-7.971515426,3.145977785,-4.030310351,-4.795102494,1.96141795,1.125757096,-7.48510621,-1.792429433,-0.783775172,-1.886815666,0.447520622,-1.73892623,0.144352845,-0.95163372,0.274921971,6
-8.893618358,13.55570966,-5.209019969,-5.0080825,1.900057573,1.534538707,2.116820789,-5.959324883,6.199134932,10.14019511,3.988150837,-2.290034331,0.655485164,-4.261038577,0.646637934,-1.598142453,-1.225272728,3.585940719,1.95687695,-4.92918829,-0.121691715,3.086021709,-8.051276122,3.049054665,-3.763891571,-4.948253566,1.318602953,0.264309418,-7.472234996,-2.015922779,-0.65082912,-1.590097049,0.862928594,-1.71553777,0.264113301,-0.638437867,-0.366440833,6
-9.143441637,13.31377239,-4.424594274,-4.825043956,1.859366388,1.547627566,2.100847029,-5.662705869,6.615739186,9.790214688,4.268079639,-3.027952248,1.524457873,-3.734172291,0.414251102,-1.432275678,-0.609550888,3.545515388,1.761014292,-4.28602159,-0.067533775,3.432902666,-7.946835901,2.885628791,-3.12987158,-4.257178459,2.506402082,0.635183885,-6.32594518,-1.50645949,-0.879194897,-1.767733052,0.705060465,-2.334010632,0.245729697,-0.320335097,-0.057926129,6
-11.06451882,15.31335267,-4.481223501,-4.250124864,2.093614933,2.293396788,2.339773468,-4.996447363,7.470343733,10.70685917,3.83106785,-1.962089279,1.359730923,-3.988336713,0.132099505,-1.384741371,-0.630702127,3.561632246,1.746608497,-3.631725618,0.175428996,5.055154242,-8.22878003,3.241292422,-3.883420481,-4.991608419,1.921732624,1.125449734,-7.846885415,-1.676963043,-0.945376665,-1.701528207,0.354737165,-1.800978545,0.183205976,-1.193121459,0.50765913,5
-15.15982748,17.66686443,-3.782875246,-0.974631912,3.090042233,4.237714057,2.956690818,-2.469881336,11.02495972,10.06013938,2.170742219,-1.628188248,1.594088765,-2.691595042,0.02788161,-1.600724423,0.221326027,2.503398699,0.883743174,-0.543956517,-0.032112777,9.10954748,-9.301017224,4.268767603,-2.404148368,-4.810799778,1.587690446,2.40785472,-8.820204798,-1.250810114,-1.801545357,-2.415599707,-0.112368411,-2.29049304,1.196925378,-1.796556335,1.69988624,5
-13.50586005,16.40681104,-2.557884411,-0.85792352,3.636962496,3.818044459,3.783177661,-4.258801836,11.46099019,10.82648707,3.250080995,-0.522334068,0.374914909,-3.375818595,0.324628138,-1.517234204,0.617639819,2.955106757,-0.236307903,-1.261052643,0.780489533,7.685469632,-9.464096788,5.234204878,-2.795414964,-5.884345394,0.48166607,0.326472256,-9.167653435,-2.068805277,-1.177075147,-1.083474821,0.52442961,-2.973359988,1.560108696,-2.478825861,-0.019337461,5
