0,1,2,Final_Marks
-2.4418228,11.4885645,9.8403,4
-2.3091981,12.666612,10.691857,5
-0.9836135,-7.3672714,12.694734,6
-1.8557144,-5.3912115,12.44161,6
-1.1734462,-6.2005615,12.872769,7
-1.5589883,-6.303475,14.047444,5
-1.5292691,-5.9784474,13.882317,5
-0.71047276,-7.806121,12.969788,6
-1.1605369,-5.845811,12.878994,8
-1.3599272,-4.7824073,13.282957,5
-0.86722624,-8.308885,12.880546,6
-1.5270314,-6.01543,13.877843,6
-1.9524373,-7.255225,13.160199,6
-0.8611243,-8.345178,14.34077,5
-1.1491942,-8.542982,13.411414,5
-1.1573669,-7.081343,12.900438,5
-1.3845809,-7.720131,13.006592,5
-1.187514,-6.0033345,12.819479,6
-0.8289833,-7.988292,13.372603,6
-1.5964876,-7.5946803,13.577623,6
-1.1412175,-6.0120616,12.885313,6
-1.0297891,-7.0572968,11.821875,4
0.047940843,-8.069235,12.388942,6
-0.879733,-8.1746,13.0278225,6
-1.5536596,-6.7806973,12.850395,6
-1.5412306,-7.3567376,12.3955555,6
-1.3423812,-8.258663,13.462001,5
-1.4841967,-5.2882395,13.61363,5
-1.3076516,-7.9368105,12.808366,6
-0.694499,-8.281802,13.063219,7
-0.81467485,-6.9031973,12.680808,5
-1.0395577,-6.616358,12.879178,5
-0.5383656,-5.7926626,13.099086,6
-0.52970135,-7.630216,13.4796,6
-0.6007317,-7.7994967,13.306156,6
-1.1518303,-6.067116,12.882927,7
-1.9077467,-7.081441,11.892996,5
-1.1018503,-7.1211786,13.013438,5
0.051784337,-5.876832,13.165775,4
-1.949749,-8.346452,12.008962,7
-1.2123519,-7.5621276,13.453888,5
-1.1332024,-7.236263,12.920031,5
-10.374686,-8.721563,7.532902,7
-9.379385,-9.123487,6.6953206,6
-9.739896,-7.614975,4.937777,6
-9.873864,-8.542301,6.6682196,8
-9.406075,-8.034604,4.52204,6
-9.107495,-8.037238,4.788162,6
-9.371707,-7.3820415,5.1347213,7
-9.478285,-7.187756,4.950582,8
-9.761094,-7.686433,4.9306874,6
-10.843442,-8.782847,6.538144,6
-10.1049595,-9.132986,5.6021657,5
-9.962452,-9.087754,6.539119,6
-9.756526,-7.2993865,4.478706,6
-10.165476,-8.516953,6.630025,9
-9.626401,-8.074834,5.9638,8
-10.436178,-8.546505,6.7734966,7
-9.014108,-8.012284,5.643696,6
-10.049825,-8.728992,6.3690424,8
-10.52597,-9.419393,6.9126835,9
-9.345787,-8.43551,5.8029814,6
-9.895167,-9.049504,5.745024,5
-10.517791,-9.451508,6.895745,7
-9.901957,-9.330133,7.951679,6
-10.141245,-8.896678,6.8986797,6
-9.802123,-7.8314795,4.7984347,6
-9.134409,-7.582776,5.181425,6
-8.953125,-8.082348,4.864596,6
-9.728386,-8.244678,4.4905224,5
-9.848353,-8.712948,6.480446,6
-8.876372,-7.390457,4.803567,6
-10.096075,-8.517256,6.5821314,9
-9.213616,-7.511329,4.446565,6
-9.061178,-7.821205,4.711004,5
-10.3435955,-8.72373,6.1034555,8
-10.011419,-9.302172,7.913574,6
-9.636577,-8.069709,5.6443195,6
-9.28503,-7.8815985,5.940066,6
-9.578806,-7.34019,5.1897507,9
-10.521796,-8.994485,6.0053186,5
-10.080233,-9.275212,7.7927113,6
-2.3043716,2.9777005,-16.795715,6
-2.723695,2.2405221,-16.90332,7
-2.0815814,1.2733438,-17.089619,4
-2.372111,1.8958848,-16.442074,6
-0.72833854,1.9717381,-17.02093,8
-2.3353996,1.1717852,-16.318693,7
-2.2462776,1.726892,-16.14196,6
-2.2084439,1.856917,-16.075571,7
-2.0138972,1.1647687,-16.226078,10
-2.3570452,0.5931189,-16.098362,7
-1.8160236,4.1937585,-16.540504,3
-1.5711576,1.8355838,-17.049923,6
-2.3623087,0.6020804,-16.10642,5
-1.5401164,2.9376016,-16.839897,7
-1.4162843,1.9273188,-16.308474,10
-2.1605496,3.0105898,-16.885836,7
-1.4499956,1.8992677,-16.22135,5
-1.6277485,1.8300679,-17.066486,6
-1.5042857,1.862594,-16.38418,7
-1.4371542,1.2029766,-16.59124,3
-1.4162843,1.9273188,-16.308474,10
-1.3787533,2.7134953,-16.698502,6
-1.505113,3.0136979,-16.918865,7
-0.83529836,3.2258236,-17.46393,9
-0.68660486,4.1264305,-16.3986,4
-1.2625983,3.8417854,-17.337866,9
-1.3133559,3.0920062,-16.620775,6
-2.3728216,1.5207623,-16.59488,7
-1.5766903,1.6484302,-17.168058,6
-0.96120745,1.251774,-16.948397,2
-1.5260538,1.6095785,-16.338182,7
-1.4114883,3.7022738,-17.1175,7
-2.3989725,1.8574928,-16.581808,7
-1.2787263,3.6619377,-17.325888,9
-2.4101906,1.3512995,-16.918428,5
-1.1357003,2.669333,-16.533022,6
-0.66972953,3.1404884,-17.51356,5
-1.5335511,3.204178,-16.976025,7
10.552984,-1.0039216,4.761565,8
10.031437,-1.0833501,6.108517,5
9.252291,-1.2423763,4.0132895,6
11.710522,0.1180135,5.536472,5
11.341003,-0.4996682,5.7469325,6
12.613019,-0.72167933,5.220821,5
10.80166,-0.8924388,5.125734,8
11.495018,-0.69310856,5.7739363,5
11.779897,-2.014999,4.76108,5
11.895129,-0.13601908,4.786947,10
9.284615,-1.2356254,4.0316772,7
11.91103,-0.8566,4.909752,7
11.664829,-0.83621943,5.5124803,6
12.634849,0.03642956,5.971018,5
11.256023,-0.3584174,5.195652,6
9.897674,-1.1183065,6.5524783,2
12.821765,-0.0839993,4.832762,7
11.325008,-0.8616312,4.748938,7
9.768981,-1.1110836,4.2894006,4
11.831315,-1.9863474,4.729899,9
11.891135,-0.22474232,5.021286,9
12.395999,-0.04375375,5.5367136,6
11.883831,-0.7433156,4.84043,7
11.818858,-0.18143429,5.326134,8
9.688273,-1.1566749,4.2871537,5
10.901859,-0.92317814,5.085802,9
11.516048,-1.985576,6.0310707,5
11.75217,-1.9552721,6.5268383,2
11.256023,-0.3584174,5.195652,9
11.920316,-0.60930246,4.8194795,8
11.362263,-0.229081,4.667585,8
11.633028,-1.3294266,5.355787,5
13.45573,-0.015265119,5.5639,3
12.0287695,-0.69287944,4.8683705,7
12.102453,-0.67515296,5.761134,4
11.72854,-0.784845,4.029247,5
11.243303,-1.9153334,4.675861,9
11.220438,-0.44223183,4.645262,7
12.240696,-1.0248499,5.3235903,5
11.029304,-1.0192807,5.04089,5
8.651754,-11.709574,7.9699426,6
8.7776785,-11.354709,7.251872,7
10.19746,-11.839251,7.4317875,7
9.5175085,-12.097111,6.547097,4
9.614311,-11.933651,7.767237,5
9.32769,-11.122565,7.1150665,10
9.867289,-11.069175,6.9829187,9
8.890781,-11.401017,7.0102096,6
9.169699,-12.372795,7.5594664,6
9.275263,-12.041936,6.518223,6
9.163033,-13.149798,6.807261,2
9.543054,-12.191381,7.324618,5
8.633959,-10.146413,6.0575614,8
8.91047,-11.777557,7.0808043,7
8.620445,-10.120709,6.1216197,6
9.21076,-10.970575,7.571244,7
8.492835,-10.885882,7.3074107,5
9.196753,-10.132879,7.947604,3
8.501493,-12.215224,6.9567246,6
8.462148,-10.463387,7.989207,5
9.524341,-12.093644,6.547366,5
8.859232,-12.162851,7.744753,4
9.157562,-10.937768,7.382533,8
9.632529,-11.730866,7.2617106,8
8.859232,-12.162851,7.744753,5
8.462148,-10.463387,7.989207,5
12.115197,-1.690576,7.1314945,3
8.890781,-11.401017,7.0102096,6
8.859232,-12.162851,7.744753,5
12.116407,-1.6848737,7.130691,3
9.40596,-11.76366,6.4158053,7
9.353983,-11.367021,7.7914734,6
9.642561,-11.642126,7.3381286,7
9.370228,-11.3343315,7.7276897,5
9.21076,-10.970575,7.571244,8
8.537759,-11.063973,8.13577,7
12.116411,-1.6848674,7.1306796,3
7.350425,-8.641677,-0.22042587,6
7.2972703,-8.571688,-0.23044685,6
7.4576936,-9.225533,-1.9611369,5
7.431857,-8.955261,-2.2972896,5
6.6352534,-8.886329,-2.4618976,6
4.7267857,-5.7226987,-2.3178244,6
6.6353083,-8.886393,-2.4619741,5
7.390891,-8.533096,-2.969705,5
7.3839235,-9.238913,-1.8493491,5
6.900482,-8.107757,-2.2863798,6
4.5826445,-5.5303297,-2.3562596,9
7.1619496,-8.335131,-1.8764107,5
5.502534,-6.680489,-2.1286328,5
6.120874,-8.04927,-2.439327,5
7.116788,-8.237702,-2.0039296,6
4.584181,-5.53765,-2.3537672,7
7.3829036,-8.649243,-1.6613052,5
7.332252,-8.424576,-2.2233245,4
5.392062,-6.5584316,-2.1588619,5
6.1003957,-8.023071,-2.4516242,5
