0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,Final_Marks
-2.085805366,-0.182636948,4.063077886,-8.004673749,1.049053598,-1.23090713,-2.433620763,2.798775957,1.869582854,-1.149999059,-7.88822842,-0.590687433,0.244126794,2.849810698,-2.023386832,2.83092785,-1.051314371,1.483399639,0.511091275,0.398277467,1.870774288,1.998230741,4.3114181,1.338700473,0.510274045,-0.090594026,-2.451203949,5
-4.006264576,0.539281038,3.271673918,-8.668028986,1.287331207,-2.113003419,-1.590227363,2.893985154,1.657570489,-1.23329127,-7.740448015,-0.613322573,0.414730454,3.009317696,-1.647167342,2.451863495,-0.956154308,0.879869918,0.277712635,0.016632655,2.01481819,1.761815443,3.607887597,1.394251509,0.343626435,0.083607023,-1.972073083,6
-2.415949231,0.108308308,3.996026656,-8.363430189,0.995906242,-1.236593506,-2.387177542,2.834899367,1.866530458,-1.276637315,-8.204688397,-0.491753229,0.334844086,2.944229244,-1.789842199,2.973807731,-1.092021657,1.255099157,0.402795751,0.368208248,1.848478737,1.935132788,4.460750741,1.277640624,0.332836515,-0.223083288,-2.627824503,6
-2.832060933,0.324110034,4.014755855,-8.486561585,1.040988911,-1.58191009,-2.352784364,2.912279253,2.064367656,-1.205844687,-8.180060425,-0.624808077,0.282219936,2.869328397,-1.922671968,2.875857706,-1.113766558,1.205155948,0.476831161,0.287056289,1.935407377,1.795374193,4.198609244,1.370195946,0.20411676,-0.118783304,-2.57795083,6
-2.519483056,0.116088026,3.973367966,-8.333783996,0.988042112,-1.258907022,-2.316702102,2.842733494,1.845239811,-1.329290645,-8.210121459,-0.507719246,0.369092757,3.009144448,-1.784758251,2.98837557,-1.101212159,1.259516884,0.366202769,0.330389215,1.846269624,1.932143101,4.49398317,1.243691289,0.301046163,-0.192617967,-2.596230853,5
-2.310574645,0.1430497,3.88512616,-8.067623987,0.974563898,-1.409276997,-2.539281909,2.859257996,1.757804086,-1.048860254,-7.975507719,-0.654486494,0.281624851,2.732088513,-1.93179203,2.659929325,-0.950688248,1.334043583,0.45746859,0.3870598,1.732969792,1.848463102,4.096081507,1.492474178,0.474077864,-0.234461021,-2.508291474,8
-2.407966864,0.122454954,3.464707411,-8.386052195,0.917004095,-1.304717681,-2.567614702,2.697445047,1.835412705,-1.128649687,-7.924367572,-0.522527457,0.300844452,2.884234696,-1.911098663,2.723314223,-0.877180865,1.351167972,0.395007771,0.363397517,1.920817056,1.973983972,4.070594483,1.062410209,0.392824222,-0.139307681,-2.49007268,8
-2.983211804,0.347783774,3.78986153,-8.459029454,1.031934235,-1.502340481,-2.09690032,2.887441005,1.843745651,-1.299743677,-8.143140329,-0.496061898,0.391886074,2.997726349,-1.743991322,2.913908828,-1.080476791,1.112260498,0.306571037,0.224599781,1.832540496,1.853569699,4.300093837,1.254605735,0.281560451,-0.167483501,-2.519829578,5
-3.616940606,0.548480668,3.159012724,-8.451688426,1.209234482,-1.872470137,-1.719747855,3.024113489,1.895670583,-0.9531846,-7.657088459,-0.887937534,0.589333094,2.930814106,-1.451986545,2.428099636,-1.004377661,0.975586664,0.192811167,0.305429605,1.881725546,1.846408264,3.71938254,1.325590757,0.508397681,0.269524678,-2.018984354,5
-3.253596016,0.382148683,3.790930279,-8.722238538,1.015829561,-1.884287743,-2.008932861,2.8214818,2.047001907,-1.280611724,-7.969107475,-0.541837223,0.354393397,2.971568068,-1.750451825,2.68671967,-1.020163945,1.19650822,0.386139299,0.264934699,2.040357724,1.75810891,4.070523394,1.226701371,0.300509494,0.124846382,-2.388262584,4
-2.922156245,0.193852054,3.822831215,-8.545426431,1.051108012,-1.527402459,-2.145195932,2.844649457,1.862685806,-1.284630662,-8.15503963,-0.491830662,0.413270319,2.976326469,-1.794387684,2.900868732,-1.111276957,1.120718815,0.328694591,0.273862149,1.870962564,1.869885044,4.330604137,1.272194415,0.264634877,-0.199589338,-2.49730159,5
-5.946435464,0.515545654,2.013134563,-9.680152859,1.592755368,-2.945275916,-0.383601125,2.653637163,1.243736015,-1.526737556,-7.575402773,-0.595160732,0.886569436,3.371884874,-1.400709626,2.045743762,-1.309801646,0.076876541,-0.106169316,-0.350509945,1.96207337,1.593011541,3.081056634,1.615373398,0.150132772,0.172513985,-1.699475164,8
-2.407143512,0.138434255,4.01211532,-8.36962735,1.014731728,-1.232911911,-2.413851358,2.822088328,1.841266943,-1.284239116,-8.200675684,-0.479784696,0.339983237,2.933223273,-1.804478278,2.96957141,-1.057040287,1.278731379,0.39329235,0.367324897,1.915202292,1.919810467,4.350813532,1.249354698,0.296892376,-0.169433942,-2.647199318,6
-5.984818154,0.698310944,2.239237884,-9.782112055,1.491261332,-3.059255772,-0.42451998,2.608075756,1.416167979,-1.546976321,-7.561559134,-0.593089203,0.815055412,3.440190464,-1.341542493,2.047961905,-1.341830326,0.255162317,-0.075031303,-0.285463663,2.040447906,1.591997927,3.209022887,1.517952034,0.035027372,0.289522332,-1.678712041,6
-1.919357317,-0.018873624,4.232721824,-8.178622406,0.958633988,-0.976577399,-2.68896628,2.91317523,1.849203561,-1.110004787,-8.136623869,-0.486788464,0.114274845,2.880225319,-1.917330875,2.838826613,-0.890409671,1.752965993,0.6651976,0.566330864,1.815972453,1.987696354,4.271108152,1.307679114,0.404090634,-0.056458026,-2.752966121,7
-2.537518745,0.102847562,3.796454686,-8.393274583,1.026507751,-1.328448509,-2.367305979,2.77476525,1.794736691,-1.216950142,-8.135772235,-0.51239096,0.42340147,2.874495788,-1.839088557,2.82824177,-0.889298405,1.242184031,0.377827089,0.242643515,1.825737084,1.926407777,4.33802002,1.187878612,0.440766454,-0.179458415,-2.484348564,5
-5.771210644,0.677330103,2.296347384,-9.724985665,1.330683223,-3.00686176,-0.554304252,2.698583056,1.365100094,-1.471144457,-7.69232606,-0.550289808,0.882060623,3.44089733,-1.474097552,2.275762179,-1.320342899,0.104586487,-0.112200258,-0.379459279,2.031162467,1.66921556,3.301132097,1.646507846,0.10942962,0.116413601,-1.786492359,6
-1.672536418,-0.034335561,4.267755985,-7.733017723,0.94825555,-0.736191743,-2.749969828,2.985396446,1.762380187,-1.104059782,-7.951420183,-0.557630721,0.127912061,2.815390853,-1.810197642,2.891535696,-0.92283032,1.70316092,0.571552523,0.414138175,1.791892778,2.096026444,4.452212509,1.300483542,0.648503925,-0.133698909,-2.625054529,6
-4.130851901,0.565453363,3.183524072,-8.796236353,1.3535679,-2.144767579,-1.466571341,2.804246323,1.721800819,-1.292477762,-7.77749883,-0.650213989,0.369924501,3.01568858,-1.579615035,2.365153749,-1.05510018,0.843393128,0.069399866,0.087046464,2.027708807,1.757411395,3.55396854,1.402216139,0.27274893,0.156106753,-2.116114773,5
-5.618713567,0.659992868,2.207344482,-9.546462351,1.416262408,-2.89920277,-0.48103414,2.60319485,1.443734422,-1.62483718,-7.424471031,-0.481322798,0.841315194,3.414040929,-1.159691587,1.978637276,-1.148353743,0.364657005,-0.073991609,-0.149035374,2.088788175,1.538881857,3.222750701,1.371390015,0.308918256,0.44331619,-1.611354493,5
