0,1,Final_Marks
-7.1984897,2.7134187,6
-7.1818886,2.6974597,5
-7.034044,2.5445483,7
-6.6630516,2.1605544,6
-7.2137127,2.7291815,5
-7.109983,2.6201658,5
-6.686019,2.1830914,4
-6.933451,2.4314878,5
-7.2429833,2.7601273,4
-7.0190616,2.5230231,9
-6.940326,2.434259,6
-6.6749225,2.1724513,7
-6.7275724,2.2241764,5
-7.1898284,2.706359,4
-7.0565057,2.5681958,6
-6.6898537,2.1869388,3
-7.1533566,2.6657944,6
-7.0863047,2.5978923,8
-7.207191,2.7237146,4
-7.143222,2.657044,4
-7.072265,2.5819023,7
-7.1377773,2.6477978,7
-7.01182,2.5152562,5
-7.1332536,2.6413174,6
-6.8951073,2.3892663,8
-6.9493203,2.4470801,6
-6.7182603,2.2135003,4
-6.88069,2.3745465,8
-6.8317266,2.3213356,5
-7.072408,2.5839086,6
-6.8776155,2.3692923,6
-6.971338,2.4771569,6
-7.0735974,2.5829911,6
-7.1473045,2.6630218,7
-7.158979,2.672281,8
-6.9822702,2.482699,6
-6.9485517,2.448511,3
-6.960918,2.4629457,5
-6.9663787,2.4538882,6
-7.1412377,2.6534312,8
18.102013,14.135804,5
18.013092,13.96626,6
17.50805,13.810623,8
18.100117,14.057019,5
18.104033,14.061665,7
17.42004,13.766989,9
17.368393,13.745606,7
18.026382,13.95636,5
18.056126,13.976718,7
17.515696,13.839891,6
17.766094,13.870776,6
17.482454,13.826557,6
17.556568,13.82978,6
17.978045,13.922243,5
18.112709,14.077334,5
18.145885,14.111082,5
18.02501,13.972628,5
17.332094,13.71083,8
17.874872,13.898454,5
17.459986,13.786933,6
18.035137,13.971803,6
17.34897,13.732442,6
18.06199,13.995165,5
18.069057,13.996484,8
18.025602,13.9504595,8
17.765333,13.883178,5
17.506128,13.796825,5
17.34335,13.727159,4
17.822178,13.89175,5
17.312622,13.695469,8
18.018341,13.951321,6
17.461567,13.823161,6
17.97518,13.876388,7
18.047873,13.975692,5
17.437685,13.852896,6
17.996046,13.932238,6
17.553804,13.827237,5
17.52706,13.821601,5
17.571518,13.855337,8
18.151417,14.091708,6
-8.36076,-5.406906,7
-8.525123,-5.249264,6
-8.836746,-4.9585814,4
-8.567987,-5.2093177,6
-8.565836,-5.2079654,5
-8.3748865,-5.392121,6
-8.835924,-4.96071,5
-8.258628,-5.502545,4
-8.408622,-5.359998,8
-8.748201,-5.0464892,5
-8.335893,-5.4307494,6
-8.76468,-5.0285835,6
-8.747844,-5.0436187,6
-8.478341,-5.2925467,6
-8.817169,-4.9752984,7
-8.561026,-5.2155037,6
-8.534734,-5.242019,5
-8.820369,-4.9743075,3
-8.55613,-5.2164035,6
-8.262163,-5.499116,6
-8.588804,-5.1937513,6
-8.808464,-4.986398,6
-8.8050785,-4.988606,5
-8.256979,-5.505003,4
-8.8379135,-4.9579067,5
-8.4210205,-5.3488216,6
-8.321444,-5.4451623,5
-8.869752,-4.9285436,6
-8.504394,-5.2712207,5
-8.769435,-5.02134,6
-8.228664,-5.531007,4
-8.372204,-5.3942757,8
